name,province,price,bedroom,bathroom,parkingarea,surfacearea,buildingarea,link
Rumah modern clasic murah sentul city,Bogor,"4,5 Miliar",5,5,3,252,400,https://www.rumah123.com/properti/bogor/hos9773797/
RUMAH MURAH CITAYAM DEPOK 200JUTAAN,Depok,225 Juta,2,1,0,50,45,https://www.rumah123.com/properti/depok/hos9734920/
"Cepat! Rumah Hunian 2 lantai Siap Huni, di Komplek Eksklusif Pusat Kota Cianjur",Cianjur,"1,9 Miliar",4,3,2,128,206,https://www.rumah123.com/properti/cianjur/hos9722168/
"Jual Rumah di Perumahan Ciomas Permai Dekat Stasiun Bogor, Kebun Raya Bogor, SMA Negeri 1 Ciomas",Bogor,545 Juta,2,1,1,96,70,https://www.rumah123.com/properti/bogor/hos9804009/
"Rumah Anti Virus*, 2 lantai 3 kamar tidur strategis di Jatiasih",Bekasi,825 Juta,3,2,1,75,80,https://www.rumah123.com/properti/bekasi/hos9720951/
Rumah view gunung pancar di cluster sentul city,Bogor,4 Miliar,4,3,2,378,200,https://www.rumah123.com/properti/bogor/hos8895391/
RUMAH STRATEGIS MURAH DI BEKASI GOOD INVEST,Bekasi,"1,1 Miliar",5,4,0,200,300,https://www.rumah123.com/properti/bekasi/hos9345102/
Desain fantastis harga terbaik lokasi strategis. 4 KM dari pintu tol Sawangan.,Depok,690 Juta,2,2,2,137,62,https://www.rumah123.com/properti/depok/hos9093661/
TURUN HARGA! RUMAH KOTA BARU PARAHYANGAN TATAR PURBASARI,Bandung,"1,7 Miliar",2,1,0,126,80,https://www.rumah123.com/properti/bandung/hos9636380/
Perumahan Grand Prestige Sawangan,Depok,650 Juta,3,1,1,72,52,https://www.rumah123.com/properti/depok/hos9731087/
Cluster manis  pinggir jalan strategis,Bogor,400 Juta,2,1,0,72,36,https://www.rumah123.com/properti/bogor/hos9073880/
"Rumah Perum Bukit Sawangan Indah, Luas 125m2",Depok,1 Miliar,4,2,0,125,125,https://www.rumah123.com/properti/depok/hos9511120/
Pondok Petir,Depok,850 Juta,3,2,0,161,80,https://www.rumah123.com/properti/depok/hos7427393/
"Rumah di Sawangan,  Smart Home, Bebas banjir, akses toll Cinere BSD",Depok,"1,12 Miliar",3,2,1,90,63,https://www.rumah123.com/properti/depok/hos8721250/
Rumah Minimalis akses tol soroja,Bandung,399 Juta,2,1,1,72,32,https://www.rumah123.com/properti/bandung/hos9709817/
Rumah cantik gaya milenial dekat gerbang tol soroja,Bandung,399 Juta,2,1,1,72,32,https://www.rumah123.com/properti/bandung/hos9710630/
"rumah 2 Paviliun, Gempol - Bandung",Bandung,"1,29 Miliar",4,4,0,67,134,https://www.rumah123.com/properti/bandung/hos9211403/
"TURUN HARGA!  Rumah nyaman di Gempol Sari, Bandung",Bandung,"2,3 Miliar",5,3,0,210,230,https://www.rumah123.com/properti/bandung/hos9211506/
Rumah Cantik Minimalis siap Huni dekat toll Jatiasih Bekasi,Bekasi,465 Juta,2,1,1,69,51,https://www.rumah123.com/properti/bekasi/hos9675882/
Rumah Murah di Bawah Pasaran Mainroad Margahayu Raya,Bandung,"1,8 Miliar",4,2,1,208,380,https://www.rumah123.com/properti/bandung/hos9219598/
"Bayar 5 Juta Punya rumah dekat Stasiun Cicilan Mulai 2 Juta""an ",Depok,360 Juta,2,1,1,60,40,https://www.rumah123.com/properti/depok/hos9679709/
Rumah 2.5lt konsep interior Jepang full furnished terawat . Bisa untuk ditempati sendiri atau disewakan . Kondisi tersewa ekspatriat Jepang,Bekasi,"2,3 Miliar",3,3,1,120,180,https://www.rumah123.com/properti/bekasi/hos9679485/
"Dijual Batununggal 
Cluster one gate
Akses jalan Lebar ",Bandung,5 Miliar,4,3,2,300,200,https://www.rumah123.com/properti/bandung/hos9703812/
Rapih Siap Nego @Kota Wisata LT 300 LB 350 Siap Huni!,Bogor,"3,5 Miliar",4,3,0,300,350,https://www.rumah123.com/properti/bogor/hos7844655/
rumah cilengkrang dengan taman belakang yg luas,Bandung,"1,95 Miliar",5,2,0,440,270,https://www.rumah123.com/properti/bandung/hos9664897/
"Hunian 3 Menit Pintu Tol Desari, Bisa Tanpa Dp*..!!",Depok,"1,42 Miliar",5,4,2,96,130,https://www.rumah123.com/properti/depok/hos9677106/
Dijual rumah BARU MEWAH MEGAH Design MODERN di GALAXY Pekayon Bekasi Selatan - Etty 08993334194,Bekasi,"1,85 Miliar",5,5,0,120,200,https://www.rumah123.com/properti/bekasi/hos9677064/
Rumah Nyaman Strategis 2 Menit Ke Stasiun Kereta di Beji Depok,Depok,725 Juta,2,2,1,60,65,https://www.rumah123.com/properti/depok/hos9676604/
Rumah Terawat Cigadung,Bandung,"3,8 Miliar",5,5,2,423,250,https://www.rumah123.com/properti/bandung/hos9568575/
Rumah Depok Pancoran mas murah,Depok,450 Juta,2,1,1,70,45,https://www.rumah123.com/properti/depok/hos9676342/
Rumah Depok 2 Lantai SHM IMB,Depok,695 Juta,3,2,1,60,70,https://www.rumah123.com/properti/depok/hos9629891/
"Rumah Baru, Grand Duta City South of Jakarta",Depok,600 Juta,2,1,2,60,39,https://www.rumah123.com/properti/depok/hos9660818/
Shila at Sawangan by Vasanta Group ( Mitsubishi Corp JV Pakuan Tbk),Depok,"1,62 Miliar",3,3,2,120,79,https://www.rumah123.com/properti/depok/hos9660064/
"Rumah Baru Minimalis di TKI Taman Kopo Indah 1 Super Langka, Margahayu, Kopo, Bandung. Super Langka",Bandung,975 Juta,3,3,1,71,125,https://www.rumah123.com/properti/bandung/hos9662314/
Rumah 2 Lantai di Grand Wisata Bekasi,Bekasi,2 Miliar,5,0,0,162,130,https://www.rumah123.com/properti/bekasi/hos8620670/
RUMAH 2 LT DI CLUSTER EXCLUSIVE,Bekasi,700 Juta,3,2,0,72,82,https://www.rumah123.com/properti/bekasi/hos1986078/
Rumah Cantik & Murah Padalarang Dekat Kota Baru Parahyangan,Bekasi,389 Juta,2,1,1,60,38,https://www.rumah123.com/properti/bekasi/hos9348932/
Villa cinere Mas Rumah Cantik Siap Huni Bangunan Modern,Depok,"2,7 Miliar",4,3,2,144,150,https://www.rumah123.com/properti/depok/hos9178325/
Jarang Ada !! Rumah Minimalis Murah Lokasi Di  Mainroad ROW 11m,Bandung Barat,625 Juta,2,1,1,88,50,https://www.rumah123.com/properti/bandung-barat/hos9628990/
Dijual Rumah Minimalis Muraah Lokasi di Mainroad ROW 11m,Bandung,625 Juta,2,1,1,88,50,https://www.rumah123.com/properti/bandung/hos9627947/
Jarang Ada !! Rumah Minimalis Muraah di Lokasi Super Strategis Cocok Untuk Millenial,Cimahi,616 Juta,2,1,1,86,50,https://www.rumah123.com/properti/cimahi/hos9627671/
RUMAH MURAH !!! Siap Huni Full Renove Lippo Cikarang,Cikarang,975 Juta,3,2,0,140,110,https://www.rumah123.com/properti/cikarang/hos8254844/
RUMAH MURAH BAGUS BU BEVERLY LIPPO CIKARANG,Cikarang,1 Miliar,2,2,0,160,100,https://www.rumah123.com/properti/cikarang/hos9542592/
"Rumah megah dan istimewa di Ciwastra, siap huni, harga di bawah pasar",Bandung,850 Juta,4,3,1,90,105,https://www.rumah123.com/properti/bandung/hos9620119/
Rumah Mewah Siap Huni Dalam Komplek di Tanah Baru Beji Depok,Depok,"1,35 Miliar",3,3,1,84,120,https://www.rumah123.com/properti/depok/hos9602300/
Dijual Rumah dibawah Harga Pasar Siap huni di Komplek Permata Cimahi,Bandung,"1,25 Miliar",5,3,2,183,210,https://www.rumah123.com/properti/bandung/hos9254031/
*Rumah Di Kota Bogor Selangkah dari Statiun Kota Bogor*,Bogor,822 Juta,2,1,1,84,48,https://www.rumah123.com/properti/bogor/hos9624877/
"Rumah baru 2 lantai di cigadung raya barat, dago 1 m an, city view ",Bandung,"1,85 Miliar",3,2,1,100,120,https://www.rumah123.com/properti/bandung/hos9624869/
Rumah Baru dengan Taman dan Lingkungan Nyaman di Sentul City,Bogor,5 Miliar,3,3,1,330,362,https://www.rumah123.com/properti/bogor/hos9766155/
Rumah Bersertifikat dengan Lingkungan Nyaman di Sentul City,Bogor,"3,5 Miliar",3,3,1,254,326,https://www.rumah123.com/properti/bogor/hos9764066/
Rumah 2 Lantai DP 15 Juta Free All In Dekat Margonda Juanda Depok,Depok,847 Juta,3,2,1,62,77,https://www.rumah123.com/properti/depok/hos9284377/
Rumah 2 Lantai DP 15 Juta Free Biaya biaya Akses Stasiun dan Terminal Depok,Depok,857 Juta,3,2,0,60,65,https://www.rumah123.com/properti/depok/hos9295356/
Rumah di Mekar Wangi Cantik Siap Huni Harga 2.2 Milyar,Bandung,"2,2 Miliar",3,2,2,132,132,https://www.rumah123.com/properti/bandung/hos7607747/
Rumah Balinese Style Dengan Private Swimming Pool di Bukit Cinere Indah,Depok,"4,9 Miliar",4,5,0,396,450,https://www.rumah123.com/properti/depok/hos8547935/
Rumah 2 Lantai Luas MURAH Siap Huni SUDAH RENOVASI Strategis Di SUKMAJAYA DEPOK TIMUR,Depok,755 Juta,3,2,0,102,160,https://www.rumah123.com/properti/depok/hos9486998/
Rumah Mewah 2 lantai Sawangan Depok,Depok,530 Juta,3,2,2,72,68,https://www.rumah123.com/properti/depok/hos9833802/
Rumah 2 Lantai Strategis Sayap Gatot Subroto,Bandung,"4,75 Miliar",6,2,2,185,280,https://www.rumah123.com/properti/bandung/hos9767538/
Rumah Nyaman dan Sejuk Cisitu Dago,Bandung,"2,15 Miliar",4,3,1,138,228,https://www.rumah123.com/properti/bandung/hos9766926/
Rumah Minimalis Strategis Marga Asri Ciwastra,Bandung,900 Juta,3,2,2,94,45,https://www.rumah123.com/properti/bandung/hos9767032/
Rumah Mainroad Pondok Hijau Indah Pinus Raya,Bandung,"4,5 Miliar",4,1,0,252,300,https://www.rumah123.com/properti/bandung/hos9767348/
Rumah Siap Huni Pondok Hijau Indah Pinus Raya,Bandung,"3,5 Miliar",3,2,1,144,170,https://www.rumah123.com/properti/bandung/hos9767418/
Rumah Furnished Siap Huni di Cluster Bluebell Summarecon Bekasi,Bekasi,"2,37 Miliar",2,3,0,136,146,https://www.rumah123.com/properti/bekasi/hos8570435/
Rumah Cantik di Cluster Lotus Summarecon Bekasi,Bekasi,"2,55 Miliar",2,2,0,183,124,https://www.rumah123.com/properti/bekasi/hos8541696/
Rumah Cocok Untuk Komersil di Perumahan Puri Cendana Tambun Bekasi,Bekasi,"1,35 Miliar",2,2,0,112,100,https://www.rumah123.com/properti/bekasi/hos9772208/
Rumah Minimalis 2 Lantai Siap Huni di Perumahan Graha Mutiara Bekasi,Bekasi,"1,6 Miliar",3,3,1,134,128,https://www.rumah123.com/properti/bekasi/hos9792931/
Rumah Cocok Juga Untuk di Bangun Ruko Komersil di Bumi Satria Kencana Bekasi,Bekasi,"1,9 Miliar",4,3,3,204,300,https://www.rumah123.com/properti/bekasi/hos9749753/
Jarang Ada di Pusat Kota! Rumah di Sayap Buah Batu Cijagra,Bandung,3 Miliar,5,5,0,300,240,https://www.rumah123.com/properti/bandung/hos9751108/
Murah! Rumah 2 Lantai Lokasi Strategis di Padalarang,Bandung,599 Juta,3,2,0,110,100,https://www.rumah123.com/properti/bandung/hos9757745/
Rumah Mewah 2 Lantai dekat Tol Kukusan,Depok,990 Juta,3,3,1,72,72,https://www.rumah123.com/properti/depok/hos9771675/
"Rumah Murah, Baru Renovasi, Lokasi Strategis di Tengah Kota Bandung",Bandung,2 Miliar,9,3,0,171,200,https://www.rumah123.com/properti/bandung/hos9771055/
Rumah Setraduta 2M-an,Bandung,"2,65 Miliar",3,2,0,100,250,https://www.rumah123.com/properti/bandung/hos9614637/
Rumah Baru belum di huni dekat Town Center KBP,Bandung,"2,3 Miliar",3,2,1,136,92,https://www.rumah123.com/properti/bandung/hos9771188/
"Yuk, tinggal di hunian yang sejuk dan sehat! Hanya 15 menit stasiun Citayam! SHM",Depok,454 Juta,2,1,1,79,36,https://www.rumah123.com/properti/depok/hos9770710/
Rumah dengan udara yang sejuk seperti Eropa dekat dengan stasiun citayam! SHM,Depok,357 Juta,2,1,1,65,36,https://www.rumah123.com/properti/depok/hos9770646/
Rumah paduan modern klasik dengan cat putih yang menawan! 10 menit toll Cijago! SHM,Depok,569 Juta,2,1,1,84,36,https://www.rumah123.com/properti/depok/hos9904171/
miliki hunian di kota bandung yang hanya 10 menit ke bandara husein bandung,Bandung,"1,84 Miliar",4,2,0,107,152,https://www.rumah123.com/properti/bandung/hos8391802/
Rumah Hunian di Kota Bandung yang hanya 10 menit ke Bandara Husein Bandung,Bandung,"1,6 Miliar",4,2,0,78,125,https://www.rumah123.com/properti/bandung/hos8391825/
Dijual rumah berkonsep villa suasana asri dan nyaman udara khas lembang view gunung dan perkotaan bandung,Bandung Barat,"1,79 Miliar",2,2,2,120,98,https://www.rumah123.com/properti/bandung-barat/hos9749625/
rumah kopo dibawah NJOP,Bandung,"1,85 Miliar",2,2,1,235,200,https://www.rumah123.com/properti/bandung/hos9739860/
Rumah Hoki di Lokacitra KBP,Bandung,"2,6 Miliar",3,2,0,126,100,https://www.rumah123.com/properti/bandung/hos9762746/
Hunian unik dengan view pegunungan di Cigadung Dago Bandung,Bandung,"1,85 Miliar",3,2,0,100,100,https://www.rumah123.com/properti/bandung/hos8420809/
Cluster Mewah Berkualitas dengan Harga Murah dekat Pintu Tol,Depok,350 Juta,2,1,1,60,40,https://www.rumah123.com/properti/depok/hos9769914/
Rumah Baru Semi Industrial Arcamanik Bandung,Bandung,"1,06 Miliar",3,2,2,86,85,https://www.rumah123.com/properti/bandung/hos9765994/
Rumah Mewah 2 lantai Dalam Cluster Cinere One Gate sistem,Depok,"1,65 Miliar",4,3,1,103,150,https://www.rumah123.com/properti/depok/hos9769362/
Rumah Lama Terawat Sukaluyu Sayap Supratman,Bandung,"2,6 Miliar",3,2,1,238,175,https://www.rumah123.com/properti/bandung/hos9613283/
Sentul City Bogor,Bogor,5 Miliar,3,2,0,700,250,https://www.rumah123.com/properti/bogor/hos7789257/
Promo DP 5jt All In MARGONDA ECOPARK - Premium Modern Living Concept In Margo City Area,Depok,1 Miliar,3,3,2,60,80,https://www.rumah123.com/properti/depok/hos9885544/
Rumah 2 lantai strategis dekat STT Telkom & Tol Buahbatu Bandung ,Bandung,440 Juta,2,1,1,72,48,https://www.rumah123.com/properti/bandung/hos9768191/
Rumah cantik Lokasi strategis Di Bojong,Bogor,700 Juta,2,1,0,140,80,https://www.rumah123.com/properti/bogor/hos7301425/
Rumah Mewah Nyaman Siap Huni Dekat Tol Cijago di Tanah Baru Beji Depok,Depok,"1,26 Miliar",3,3,1,85,125,https://www.rumah123.com/properti/depok/hos7863968/
Rumah cluster siap huni full bata merah selangkah ke toll jatiwarna,Bekasi,663 Juta,2,1,1,73,50,https://www.rumah123.com/properti/bekasi/hos9728598/
RUMAH SETRADUTA SIAP HUNI,Bandung,"3,5 Miliar",4,4,0,180,250,https://www.rumah123.com/properti/bandung/hos9635307/
"Rumah Dengan Halaman Luas Di Perum Arco, Jl Mangga, Sawangan.",Depok,"3,5 Miliar",2,2,0,808,132,https://www.rumah123.com/properti/depok/hos9528530/
Rumah Cantik didalam Komplek Perumahan,Bogor,420 Juta,2,1,1,60,60,https://www.rumah123.com/properti/bogor/hos9321868/
"Rumah SIAP HUNI pekarangan luas, asri dan hijau di Depok",Depok,"1,2 Miliar",2,1,1,219,80,https://www.rumah123.com/properti/depok/hos9703932/
Rumah Asri Siap Huni Bentuk Tanah Gentong di Depok,Depok,"1,2 Miliar",2,1,1,219,80,https://www.rumah123.com/properti/depok/hos9726125/
"*Rumah ready siap huni lingkungan asri dan  hijau,  Sawangan Depok*",Depok,"1,2 Miliar",2,1,0,219,50,https://www.rumah123.com/properti/depok/hos8500607/
200jt-an Rumah Murah di Bandung Buahbatu Masuk Mobil & Bebas Banjir,Bandung,267 Juta,2,1,1,50,36,https://www.rumah123.com/properti/bandung/hos9191332/
Dijual Cepat @Kota Wisata LT 146 LB 170 Siap Nego dan Rapih,Bogor,"1,7 Miliar",3,3,0,146,170,https://www.rumah123.com/properti/bogor/hos9727475/
Rumah Di Karawang Dekat Kawasan Industri Cicilan 2 Jutaan  ,Karawang,570 Juta,2,2,1,60,48,https://www.rumah123.com/properti/karawang/hos9722135/
Rumah etnic minimalis harga terjangkau 2 kt 1 km lebar jalan utama 8m,Bandung,280 Juta,2,1,0,72,50,https://www.rumah123.com/properti/bandung/hos8194661/
rumah 3 kt 2 km lebar jln utama 8 meter no kpr,Bandung,330 Juta,2,1,0,105,50,https://www.rumah123.com/properti/bandung/hos8387139/
Rumah View Kota Bandung Dengan Udara Segar,Bandung,"1,3 Miliar",4,3,1,180,270,https://www.rumah123.com/properti/bandung/hos9177935/
Rumah Asri Dengan Lingkungan Tenang dan Nyaman di Villa Cinere Mas,Depok,"4,7 Miliar",4,4,2,299,330,https://www.rumah123.com/properti/depok/hos9725069/
Rumah Hoek Siap Bangun Cocok Untuk Komersil di Kayuringin Bekasi,Bekasi,"3,6 Miliar",6,9,0,398,600,https://www.rumah123.com/properti/bekasi/hos9718728/
Siap Huni Smart Home Mewah Jatiasih,Bekasi,580 Juta,2,1,1,60,40,https://www.rumah123.com/properti/bekasi/hos9724295/
Rumah Alam Sutera di Sutera Sawangan,Depok,"1,2 Miliar",4,3,1,112,120,https://www.rumah123.com/properti/depok/hos9154135/
Langka !! Hunian sejuk dan nyaman dalam cluster di sersan bajuri,Bandung,"1,5 Miliar",3,2,1,174,180,https://www.rumah123.com/properti/bandung/hos9722430/
rumah  bagus siap huni di Grand Wisata Bekasi,Bekasi,"1,95 Miliar",3,3,0,180,160,https://www.rumah123.com/properti/bekasi/hos9126660/
Rumah murah 2 lantai untuk usaha di bulevar harapan indah bekasi,Bekasi,"1,99 Miliar",3,2,0,170,200,https://www.rumah123.com/properti/bekasi/hos9707818/
Rumah dan Tempat Usaha Ciganitri,Bandung,"3,75 Miliar",6,6,0,500,573,https://www.rumah123.com/properti/bandung/hos7429232/
Rumah Daerah Antapani,Bandung,"1,15 Miliar",2,1,0,90,140,https://www.rumah123.com/properti/bandung/hos8379231/
Rumah murah 3 menit RSUD Timur Depok dekat Tol Cimanggis dan LRT,Depok,395 Juta,2,1,0,62,36,https://www.rumah123.com/properti/depok/hos9069751/
"Rumah Siap Huni 2 Lantai Sukmajaya Depok dekat Akses Tol, Stasiun akses jalan besar",Depok,840 Juta,3,2,1,80,80,https://www.rumah123.com/properti/depok/hos9470210/
Rumah Sayap Pajajaran,Bandung,"2,6 Miliar",4,3,0,139,200,https://www.rumah123.com/properti/bandung/hos9636270/
RUMAH ASRI STRATEGIS CLUSTER SUMIR SELANGKAH KE TOL JORR JATIWARNA,Bekasi,850 Juta,4,3,1,112,90,https://www.rumah123.com/properti/bekasi/hos9720530/
Rumah tanpa dp,Bogor,437 Juta,2,1,0,72,36,https://www.rumah123.com/properti/bogor/hos9784967/
Rumah Cakep Siap Huni Tengah Kota !,Bandung,"1,4 Miliar",4,3,1,103,90,https://www.rumah123.com/properti/bandung/hos9780008/
"Rumah Semi furnish Full Renov Tatar Wangsakerta Kota Baru Parahyangan, Padalarang Bandung",Bandung,"1,95 Miliar",3,2,1,126,175,https://www.rumah123.com/properti/bandung/hos9724007/
RUMAH MURAH DI CIPYUNG DEPOK,Depok,375 Juta,2,1,0,70,45,https://www.rumah123.com/properti/depok/hos8279513/
RUMAH MURAH KATAPANG,Bandung,399 Juta,2,1,1,72,32,https://www.rumah123.com/properti/bandung/hos9665454/
"Hunian Mewah Strategis 2Lt di Kota Bandung, One Gate System",Bandung,"1,69 Miliar",3,2,2,120,125,https://www.rumah123.com/properti/bandung/hos9723381/
RUMAH MEWAH EKSLUSIF LOKASI NEMPEL TOL DESARI DI PANCORAN MAS DEPOK,Depok,"1,41 Miliar",4,3,2,96,130,https://www.rumah123.com/properti/depok/hos9375495/
"Rumah 2,5 Lantai Mewah Ekslusif di Tanah Baru Beji Depok",Depok,"1,25 Miliar",3,3,1,74,140,https://www.rumah123.com/properti/depok/hos7854843/
Rumah 2 Lantai Nyaman Paling Strategis di Beji Kukusan Depok,Depok,890 Juta,3,3,1,85,150,https://www.rumah123.com/properti/depok/hos8137324/
Rumah Nyaman Siap Huni Akses 2 Mobil Lega Banget di Tanah Baru Depok,Depok,"1,37 Miliar",4,4,1,98,130,https://www.rumah123.com/properti/depok/hos8175668/
Rumah Nyaman Siap Huni Posisi di Hook di Tanah Baru Beji Depok,Depok,"1,3 Miliar",4,4,2,87,130,https://www.rumah123.com/properti/depok/hos8198116/
Rumah Mewah Nyaman Siap Huni di Tanah Baru Beji Depok,Depok,"1,26 Miliar",4,4,1,84,125,https://www.rumah123.com/properti/depok/hos7863968/
Rumah 2 Lantai Murah Nyaman Siap Huni 5 Menit Ke Tol Desari di Pancoran Mas,Depok,600 Juta,3,2,1,81,150,https://www.rumah123.com/properti/depok/hos9888819/
Rumah Minimalis Nyaman Siap Huni 5 Menit Ke Tol Desari di Pancoran Mas Depok,Depok,675 Juta,2,1,1,65,50,https://www.rumah123.com/properti/depok/hos9395744/
Rumah Strategis 2 Menit Ke Stasiun Kereta di Beji Depok,Depok,725 Juta,2,2,1,72,74,https://www.rumah123.com/properti/depok/hos9683486/
Rumah Cluster Oakwood Lippo Cikarang,Cikarang,"1,85 Miliar",5,4,0,141,200,https://www.rumah123.com/properti/cikarang/hos8719032/
Hunian istimewa di lokasi strategis ,Depok,"1,23 Miliar",3,2,2,80,69,https://www.rumah123.com/properti/depok/hos9718854/
Rumah 2Lantai Minimalis Cikoneng Dekat STTT Telkom Buahbatu Bandung,Bandung,418 Juta,2,1,1,80,48,https://www.rumah123.com/properti/bandung/hos9633025/
Rumah Cantik Type Downslope Cinunuk Cibiru 2 Lantai Bandung,Bandung,520 Juta,3,2,2,94,50,https://www.rumah123.com/properti/bandung/hos9797579/
Rumah minimalis ,Depok,320 Juta,2,1,1,60,40,https://www.rumah123.com/properti/depok/hos9696516/
Rumah dengan lingkungan tenang di Kota Wisata Cibubur,Bogor,"1,4 Miliar",3,2,1,119,77,https://www.rumah123.com/properti/bogor/hos9722133/
Jual Rumah 2 Lantai Di Komplek Permata Puri Cimanggis Kota Depok Jawa Barat,Depok,"2,3 Miliar",5,4,1,186,200,https://www.rumah123.com/properti/depok/hos9388721/
Jual Rumah 2 Lantai Di Jln.Hankam Raya Pondok Melati Kota Bekasi,Bekasi,"1,33 Miliar",3,2,0,72,90,https://www.rumah123.com/properti/bekasi/hos7423206/
Rumah di Cibubur Turun Harga dekat Tol komplek Taman Kenari harga miring,Bogor,"4,3 Miliar",4,3,0,1000,600,https://www.rumah123.com/properti/bogor/hos5895985/
"RUMAH MURAH CICILAN HANYA 900 RB/BULAN,,SUBANG JAWA BARAT,MILIKI SEGERA UNIT TERBATAS,,",Subang,150 Juta,2,1,1,72,36,https://www.rumah123.com/properti/subang/hos9721874/
Rumah FULL RENOV jadi cantiq wangsakerta,Bandung,"1,95 Miliar",3,2,0,126,150,https://www.rumah123.com/properti/bandung/hos8600365/
"Hitung TANAH SAJA  , Siap Huni Siap Pakai di Muara Sari Bandung",Bandung,"2,4 Miliar",4,3,0,300,261,https://www.rumah123.com/properti/bandung/hos8111452/
Rumah readi dicipayung depok,Depok,650 Juta,3,1,0,70,90,https://www.rumah123.com/properti/depok/hos9721661/
Rumah Di Pangkalan Jati,Depok,"1,5 Miliar",4,2,0,128,126,https://www.rumah123.com/properti/depok/hos2161732/
Hunian Strategis dan Harga Minimalis,Depok,695 Juta,3,1,1,60,52,https://www.rumah123.com/properti/depok/hos9674844/
Rumah Cantik Cimahi Tengah 2 Lantai,Cimahi,2 Miliar,4,4,0,189,300,https://www.rumah123.com/properti/cimahi/hos9674238/
Jarang Ada Rumah Siap Huni Tengah Kota di Cisaranten Arcamanik,Bandung,"1,2 Miliar",3,2,1,119,115,https://www.rumah123.com/properti/bandung/hos9672269/
Dijual Cepat dan Rapih Kota Wisata LT 300 LB 350 Siap Nego,Bogor,"3,5 Miliar",4,3,0,300,350,https://www.rumah123.com/properti/bogor/hos9674459/
Kota Wisata LT 300 LB 350 Siap Huni!,Bogor,"3,5 Miliar",4,3,0,300,350,https://www.rumah123.com/properti/bogor/hos7844816/
Rumah 2 lantai bangunan baru harga nego di Turangga,Bandung,"2,35 Miliar",4,3,2,126,160,https://www.rumah123.com/properti/bandung/hos8234002/
MURAH / BU !!! Cluster Baru Summer Blish Lippo Cikarang,Cikarang,"1,6 Miliar",4,4,2,183,148,https://www.rumah123.com/properti/cikarang/hos9673937/
Rumah bagus minimalis 2 lantai area pasirluyu kembar bkr,Bandung,"2,1 Miliar",3,2,1,118,145,https://www.rumah123.com/properti/bandung/hos9673860/
Rumah di Antapani Terawat dan Nyaman,Bandung,"1,9 Miliar",3,2,0,246,250,https://www.rumah123.com/properti/bandung/hos8909326/
RUMAH BARU SIAP HUNI DI TURANGGA BUAHBATU KOTA BANDUNG,Bandung,"2,9 Miliar",4,3,0,135,180,https://www.rumah123.com/properti/bandung/hos9021662/
RUMAH BARU SIAP HUNI DI PASIRLUYU DEKAT BUAHBATU KOTA BANDUNG.,Bandung,"2,15 Miliar",4,3,2,118,145,https://www.rumah123.com/properti/bandung/hos9502757/
Cluster siap huni mewah luas fasilitas lengkap lokasi 15 menit ke stasiun depok lama,Depok,820 Juta,3,2,1,52,80,https://www.rumah123.com/properti/depok/hos9858148/
Hunian Minimalis 2 Lantai Lokasi Strategis 7 Menit Ke Stasiun Depok Lama,Depok,869 Juta,3,2,2,70,68,https://www.rumah123.com/properti/depok/hos9763434/
Rumah Cluster Design Minimalis Lokasi 15 Menit Ke Stasiun Depok Lama,Depok,850 Juta,3,2,0,60,70,https://www.rumah123.com/properti/depok/hos7541914/
RUMAH FULL BANGUNAN ELYSIUM LIPPO CIKARANG,Cikarang,950 Juta,3,2,0,160,120,https://www.rumah123.com/properti/cikarang/hos8023194/
RUMAH BU SIAP HUNI 2 LANTAI POSISI HOOK FLORENCIA LIPPO CIKARANG,Cikarang,"1,35 Miliar",3,2,0,144,104,https://www.rumah123.com/properti/cikarang/hos8826384/
Limited Stock Rumah baru di Cluster Florence Residence Antapani,Bandung,"1,8 Miliar",3,3,2,124,140,https://www.rumah123.com/properti/bandung/hos9655429/
Permata Cimahi Jl Safir Dekat Patung Kuda Harus Segera Balik Nama Nich,Bandung,800 Juta,3,2,2,140,110,https://www.rumah123.com/properti/bandung/hos9673516/
PERUMAHAN GRAHAYANA KARAWANG TYPE ASWANA 2 LANTAI ,Karawang,779 Juta,2,2,1,66,59,https://www.rumah123.com/properti/karawang/hos9668206/
Cluster mewah desain menarik lingkungan nyaman lokasi 7 menit ke RS Citra medika,Depok,999 Juta,3,2,2,78,80,https://www.rumah123.com/properti/depok/hos9671405/
Rumah Baru Siap Huni 5 Kamar di Turangga  Bandung,Bandung,"2,8 Miliar",4,4,1,146,200,https://www.rumah123.com/properti/bandung/hos9684532/
Dijual Rumah Di Villa Mutiara Gading 1,Bekasi,535 Juta,2,1,0,80,60,https://www.rumah123.com/properti/bekasi/hos9669672/
Rumah baru indent -+6 bulan custem dekat pintu toll,Depok,"2,25 Miliar",3,2,0,120,115,https://www.rumah123.com/properti/depok/hos3871515/
"Rumah Persada Kemala termurah, beli harga tanah bonus bangunan",Bekasi,"2,99 Miliar",7,5,2,670,450,https://www.rumah123.com/properti/bekasi/hos9594511/
"Gading Regency Puteraco termurah, Soekarno Hatta - hitung harga tanah",Bandung,"2,85 Miliar",5,4,1,435,235,https://www.rumah123.com/properti/bandung/hos9595478/
"Rumah Cluster Furnished Mewah di Galaxy, Bekasi",Bekasi,"2,35 Miliar",3,2,0,120,160,https://www.rumah123.com/properti/bekasi/hos6853841/
