name,province,price,bedroom,bathroom,parkingarea,surfacearea,buildingarea,link
Rumah lama terawat dalam komplek cinere dekat tol krukut,Depok,"1,7 Miliar",3,2,1,205,150,https://www.rumah123.com/properti/depok/hos9515221/
Rumah cantik dan murah dalam komplek cinere dekat tol.krukut,Depok,"1,05 Miliar",2,1,1,105,75,https://www.rumah123.com/properti/depok/hos9738081/
Coba Hitung Dehh.. Ini Worth It Banget !! Puri Cipageran Indah 1 dekat pasar lapangan Cimahi Utara,Cimahi,845 Juta,4,2,1,97,196,https://www.rumah123.com/properti/cimahi/hos9740922/
"HOT Banget !! Cengli Sih Harganya, Boleh Nego Jauh Bumi Citeureup Permai Cimahi Utara Ciawitali",Cimahi,845 Juta,5,2,1,182,200,https://www.rumah123.com/properti/cimahi/hos9738321/
Rumah minimalis Deket kuliner renijaya paling murah,Depok,575 Juta,2,1,1,68,40,https://www.rumah123.com/properti/depok/hos9570244/
Rumah Dlm Cluster Asri Nyaman & Aman Udara Sejuk Di Sentul Bogor,Bogor,950 Juta,3,3,1,90,160,https://www.rumah123.com/properti/bogor/hos9634659/
cepat rumah termurah 2 lantai di cluster samata harapan indah Bekasi,Bekasi,"1,35 Miliar",2,2,1,144,90,https://www.rumah123.com/properti/bekasi/hos9663310/
Rumah mewah terlaris disawangan tahap 5,Depok,315 Juta,2,1,1,51,36,https://www.rumah123.com/properti/depok/hos9778888/
Rumah Bagus Minimalis di Setra Indah Bandung,Bandung,"3,2 Miliar",3,2,2,250,400,https://www.rumah123.com/properti/bandung/hos9674336/
Premium Rumah Sejuk dan Asri view pegunungan kota Bandung,Bandung Barat,"2,6 Miliar",3,3,3,165,127,https://www.rumah123.com/properti/bandung-barat/hos9695201/
Rumah cantik siap huni dalam cluster kota wisata,Bogor,"2,5 Miliar",3,3,0,276,153,https://www.rumah123.com/properti/bogor/hos8950181/
"Rumah readi siap huni,mewah dan berkwalitas",Depok,180 Juta,2,1,0,38,32,https://www.rumah123.com/properti/depok/hos9696747/
Rumah Bagus Minimalis di Istana regency Bandung,Bandung,"1,5 Miliar",3,2,0,77,110,https://www.rumah123.com/properti/bandung/hos9697063/
RUMAH ASRI SIAP HUNI DI GEGER KALONG BANDUNG - UTARA,Bandung,5 Miliar,6,5,0,500,401,https://www.rumah123.com/properti/bandung/hos8793159/
Dijual Rumah Mewah Jl. Cigadung Bandung,Bandung,"3,2 Miliar",2,2,1,210,100,https://www.rumah123.com/properti/bandung/hos9225816/
Turun Harga!  Cepat! Rumah Lux Siap Huni Setra duta,Bandung,"3,8 Miliar",4,2,0,254,366,https://www.rumah123.com/properti/bandung/hos9662574/
Rumah Brand New Modern Classic Style Dalam Komplek Asri Di Cinere,Depok,"2,3 Miliar",3,2,1,101,150,https://www.rumah123.com/properti/depok/hos9682286/
Rumah murah bagus tanah luas 588m2 kadugede kuningan jawa barat,Kuningan,285 Juta,3,2,0,58,100,https://www.rumah123.com/properti/kuningan/hos8152987/
Turun Harga!! Rumah bojong kulur tempat strategis  dekat Labschool.kaizen,Bogor,495 Juta,3,2,0,112,200,https://www.rumah123.com/properti/bogor/hos4566447/
GDC Tajur Halang,Bogor,390 Juta,2,1,0,84,36,https://www.rumah123.com/properti/bogor/hos8262364/
GDC Depok,Depok,660 Juta,2,1,0,78,36,https://www.rumah123.com/properti/depok/hos8262269/
TOWNHOUSE 2 LANTAI ASRI SEJUK DAN STRATEGIS,Depok,398 Juta,3,2,2,88,54,https://www.rumah123.com/properti/depok/hos9697368/
Rumah Bagus Siap Huni di Griya Hijau Depok,Depok,1 Miliar,3,2,2,90,100,https://www.rumah123.com/properti/depok/hos9587652/
Rumah Lux Plus Furnish di Sekelimus Buah batu Soekarno Hatta,Bandung,"2,55 Miliar",5,3,3,236,250,https://www.rumah123.com/properti/bandung/hos9685632/
Rumah Siap Huni Tanah Luas Murah (Harga BU) di Kemang Pratama 2,Bekasi,"1,7 Miliar",4,3,2,210,108,https://www.rumah123.com/properti/bekasi/hos9472698/
Dijual Murah Rumah di pinggir Jalan Cinere Raya Bisa untuk Usaha,Depok,4 Miliar,3,2,1,301,250,https://www.rumah123.com/properti/depok/hos9675621/
rumah siap huni plus kosan di cibeunying permai cigadung bandung,Bandung,"2,6 Miliar",12,12,2,300,500,https://www.rumah123.com/properti/bandung/hos9478006/
SUPER LANGKA!! Rumah Cantik Minimalis 2 Unit di Mekar wangi,Bandung,"3,1 Miliar",4,3,1,130,195,https://www.rumah123.com/properti/bandung/hos9677916/
Rumah Model Minimalis 1 Lantai Bebas Banjir Free Biaya-biaya ,Bekasi,345 Juta,2,1,1,60,32,https://www.rumah123.com/properti/bekasi/hos9597465/
Rumah 2 Lantai Paling Murah dekat pintu Tol Jati Asih,Bekasi,"1,35 Miliar",2,2,1,83,100,https://www.rumah123.com/properti/bekasi/hos9545332/
Rumah Islami Dago Dekat Kampus ITB Bandung,Bandung,"2,49 Miliar",4,3,1,152,150,https://www.rumah123.com/properti/bandung/hos9325198/
Cepat Rumah Murah komplek Taruna Ujungberung,Bandung,"1,2 Miliar",3,2,1,210,80,https://www.rumah123.com/properti/bandung/hos9631709/
Rumah Bagus Dalam Komplek Di Cinere Depok,Depok,5 Miliar,3,3,0,566,244,https://www.rumah123.com/properti/depok/hos7774412/
Rumah Taman Kopo Indah 3 Full Renov,Bandung,"3,75 Miliar",5,3,0,286,500,https://www.rumah123.com/properti/bandung/hos9952885/
HUNIAN MEWAH DEKAT PUSAT KOTA 2 LANTAI 2 KAMAR TIDUR ,Bandung,987 Juta,3,2,1,62,62,https://www.rumah123.com/properti/bandung/hos7859953/
RUMAH MEWAH 2 LANTAI 2 KAMAR TIDUR DI KATAPANG,Bandung,600 Juta,2,2,1,60,47,https://www.rumah123.com/properti/bandung/hos8848758/
Rumah Baru Casa Grande Setraduta 18,Bandung,"3,57 Miliar",4,3,2,135,189,https://www.rumah123.com/properti/bandung/hos9539701/
Rumah Baru Casa Victoria Setraduta,Bandung,"2,62 Miliar",3,3,2,76,225,https://www.rumah123.com/properti/bandung/hos8666973/
Rumah lux citra green dago best price,Bandung,"4,5 Miliar",3,3,3,356,324,https://www.rumah123.com/properti/bandung/hos9626450/
Rumah minimalis ciwastra dengan smart lock system,Bandung,650 Juta,2,1,1,80,51,https://www.rumah123.com/properti/bandung/hos9228567/
Rumah Over Murah Cileungsi,Bogor,550 Juta,2,1,0,90,36,https://www.rumah123.com/properti/bogor/hos9365168/
Rumah Minimalis di Babakan Jeruk,Bandung,"3,2 Miliar",3,3,2,157,180,https://www.rumah123.com/properti/bandung/hos9510272/
Cepat Rumah Murah Arcamanik,Bandung,2 Miliar,3,3,2,156,200,https://www.rumah123.com/properti/bandung/hos9543452/
RUMAH MURAH BANGET,Bandung,850 Juta,5,2,2,160,280,https://www.rumah123.com/properti/bandung/hos9579924/
"Rumah Baru Nuansa Villa, View Cantik Udara Sejuk Segar Berkabut",Bandung,740 Juta,2,1,0,112,42,https://www.rumah123.com/properti/bandung/hos9258730/
Rumah Baru Nuansa Villa di Cilame dekat Kota Baru Parahyangan,Bandung,626 Juta,3,2,1,90,70,https://www.rumah123.com/properti/bandung/hos9634724/
"Rumah Baru! Mewah dan Strategis di Kotamadya Bandung, One Gate System",Bandung,"1,59 Miliar",3,2,0,176,77,https://www.rumah123.com/properti/bandung/hos9433326/
Rumah Grand Ujung Harapan Tipe 45,Bekasi,525 Juta,2,1,1,75,45,https://www.rumah123.com/properti/bekasi/hos9259915/
Rumah Nyaman dekat Podomoro Park Buah Batu,Bandung,418 Juta,3,1,1,80,48,https://www.rumah123.com/properti/bandung/hos9634881/
Rumah Cluster Pemium Miami Kota Wisata Bogor,Bogor,"1,97 Miliar",4,4,2,112,128,https://www.rumah123.com/properti/bogor/hos9124000/
"Rumah Cluster Nashville Kota Wisata Cibubur Lebar 8 meter, Kota Wisata Cibubur, Bogor, Jawa Barat",Bogor,2 Miliar,4,4,2,121,100,https://www.rumah123.com/properti/bogor/hos9161450/
Magenta Residence Rumah Modern Tropical di Summarecon Bekasi,Bekasi,"1,08 Miliar",2,2,1,55,55,https://www.rumah123.com/properti/bekasi/hos9623824/
Rumah Cantik Murah Bandung Kulon,Bandung,795 Juta,3,3,0,60,120,https://www.rumah123.com/properti/bandung/hos9634931/
Rumah Baru Minimalis TKI 1 Super Langka,Bandung,975 Juta,3,3,0,71,125,https://www.rumah123.com/properti/bandung/hos9662232/
Rumah Cantik Lokasi Depan harga dibawah 2 Milyar di kompleks Mekar Wangi Bandung,Bandung,"1,75 Miliar",3,1,1,112,103,https://www.rumah123.com/properti/bandung/hos9488283/
"Rumah Baru TKI, tidak jauh dari Mainroad, under 1 M",Bandung,810 Juta,3,2,1,60,100,https://www.rumah123.com/properti/bandung/hos8583299/
Rumah Sangat Bagus Di Pusatkota,Bogor,2 Miliar,4,4,1,110,150,https://www.rumah123.com/properti/bogor/hos9638980/
Rumah dekat tempat ibadah dan fasilitas pendidikan dan kesehatan,Depok,155 Juta,2,1,0,40,30,https://www.rumah123.com/properti/depok/hos9660178/
"Rumah TERMURAH di citayam akses mobil, kepoin nih!!",Depok,220 Juta,2,1,1,60,36,https://www.rumah123.com/properti/depok/hos9084909/
Rumah lokasi strategis dekat ke mana mana,Depok,225 Juta,2,1,1,60,36,https://www.rumah123.com/properti/depok/hos9084909/
Rumah Semi Furnished di Rancamaya Golf Kota Bogor,Bogor,"1,3 Miliar",3,2,1,120,100,https://www.rumah123.com/properti/bogor/hos9541590/
Rumah Mewah di Taman Kopo Indah 3 Dekat Ke Pintu Tol Seroja,Bandung,"3,4 Miliar",4,4,0,285,350,https://www.rumah123.com/properti/bandung/hos8927329/
Rumah murah 2 lantai Lokasi Strategis Deket tol Cibubur/tol Jatikarya citra grand,Bekasi,695 Juta,3,2,0,60,60,https://www.rumah123.com/properti/bekasi/hos7210507/
Rumah Dalam Cluster DP 5 Jt saja,Depok,800 Juta,2,2,2,97,45,https://www.rumah123.com/properti/depok/hos9580000/
RUMAH CERAH BANGUNAN BARU HARGA MURAH DINEGO AJA! di HARAPAN INDAH (12799) FD,Bekasi,695 Juta,2,1,1,75,75,https://www.rumah123.com/properti/bekasi/hos9231259/
Rumah Murah di dalam Cluster di Cikunir.,Bekasi,600 Juta,3,2,1,84,80,https://www.rumah123.com/properti/bekasi/hos9593977/
Rumah Murah di Komplek SKU Mekarsari Tambun Bekasi,Bekasi,"1,25 Miliar",4,2,1,176,200,https://www.rumah123.com/properti/bekasi/hos9462184/
Rumah Lux Seperti Baru Semi Furnished Di Cluster Cinere,Depok,"2,05 Miliar",3,2,0,138,140,https://www.rumah123.com/properti/depok/hos7653742/
RUMAH LUX MINIMALIS 2 LANTAI SWIMMING POOL LOKASI UJUNG BERUNG,Bandung,"1,8 Miliar",4,2,2,169,200,https://www.rumah123.com/properti/bandung/hos9591118/
Rumah Bagus Baru Renov Dalam Cluster Kota Wisata,Bogor,"1,5 Miliar",3,2,0,120,88,https://www.rumah123.com/properti/depok/hos9221687/
Rumah Kantor Cikarang Utara 1 Lantai Strategis Dekat Stasiun,Bekasi,520 Juta,3,1,1,200,80,https://www.rumah123.com/properti/bekasi/hos9591040/
Rumah bumi panyileukan kota bdg,Bandung,465 Juta,2,2,0,60,90,https://www.rumah123.com/properti/bandung/hos9170706/
Rumah BARU LUAS Siap Huni Lingkungan ASRI Tenang Di CIPAYUNG Depok KPR DP Ringan Free Biaya2,Depok,495 Juta,2,1,1,104,45,https://www.rumah123.com/properti/depok/hos9571709/
"Rumah cantik desain American Classic, dalam cluster, lokasi strategis dekat stasiun KRL Parung Panjang",Bogor,398 Juta,2,1,1,60,30,https://www.rumah123.com/properti/bogor/hos9459539/
Rumah diCitayam dekat stasiun Citayam,Depok,195 Juta,2,1,1,50,36,https://www.rumah123.com/properti/depok/hos9594802/
Rumah Bagus Murah Nyaman Pasti Betah Cimindi Jl Budi Cimahi Utara,Bandung,"1,7 Miliar",3,1,0,147,130,https://www.rumah123.com/properti/bandung/hos9572027/
Rumah Murah Minimalis 2 Lantai Dekat Pusdiklatpassus Batujajar Bandung ,Bandung Barat,800 Juta,3,1,1,77,106,https://www.rumah123.com/properti/bandung-barat/hos9597447/
cepat rumah termurah di Kemang Pratama 5 bekasi,Bekasi,900 Juta,2,2,1,90,60,https://www.rumah123.com/properti/bekasi/hos9632485/
cepat rumah termurah 2 lantai di duta bumi harapan indah Bekasi,Bekasi,"1,37 Miliar",3,3,1,120,150,https://www.rumah123.com/properti/bekasi/hos9594996/
Gunung Putri - Perumahan Bumi Mutiara,Bogor,550 Juta,3,2,0,112,160,https://www.rumah123.com/properti/bogor/hos7251158/
RUMAH SUTERA SAWANGAN BY ALAM SUTERA,Depok,"1,86 Miliar",4,3,2,112,120,https://www.rumah123.com/properti/depok/hos9402270/
Forest Hills /  Serpong Kencana,Bogor,400 Juta,2,1,0,36,60,https://www.rumah123.com/properti/bogor/hos9042420/
rumah minimalis modern terbaru terlaris di Bandung,Bandung,800 Juta,4,2,0,100,180,https://www.rumah123.com/properti/bandung/hos7936750/
RUMAH MINIMALIS DI  BANDUNG BEBAS BANJIR,Bandung,350 Juta,2,1,0,75,55,https://www.rumah123.com/properti/bandung/hos8006616/
rumah mewah murah cantik di Bandung,Bandung,380 Juta,3,1,0,100,60,https://www.rumah123.com/properti/bandung/hos8217620/
rumah Minimalis harga murah bebas banjir,Bandung,335 Juta,3,1,0,120,70,https://www.rumah123.com/properti/bandung/hos8047478/
rumah Murah Minimalis berkualitas di Bandung,Bandung,380 Juta,2,2,0,110,60,https://www.rumah123.com/properti/bandung/hos7925156/
Rumah Minimalis di KBP,Bandung,"1,87 Miliar",3,2,0,90,110,https://www.rumah123.com/properti/bandung/hos9327542/
Rumah Modern Istimewa di KBP,Bandung,"4,92 Miliar",4,3,0,360,196,https://www.rumah123.com/properti/bandung/hos9560583/
"Rumah murah 2lantai di sayap gatsu , burangrang , turangga",Bandung,390 Juta,2,2,0,42,84,https://www.rumah123.com/properti/bandung/hos9589471/
Rumah Cluster Lemonade Garden Grand Wisata,Bekasi,"1,6 Miliar",2,2,2,109,80,https://www.rumah123.com/properti/bekasi/hos5910462/
"Rumah Modern Tropis Banyak Bukaan, 3 Kamar strategis dekat Waterpark ",Bekasi,875 Juta,3,2,1,132,65,https://www.rumah123.com/properti/bekasi/hos9345351/
RUMAH UNIT LANGKA POSISI HUK Cluster AseraOne Harapan Indah,Bekasi,"3,5 Miliar",4,4,0,341,177,https://www.rumah123.com/properti/bekasi/hos9202080/
Dijual Cepat Unit Langka di Cluster Asera Harapan Indah Bekasi,Bekasi,"2,2 Miliar",4,4,0,144,157,https://www.rumah123.com/properti/bekasi/hos9224554/
Di jual cepat Rumah dalam Cluster di Aralia Harapan Indah Bekasi.,Bekasi,"1,17 Miliar",2,1,0,112,125,https://www.rumah123.com/properti/bekasi/hos9242285/
Rumah Baru di Cluster Arana Harapan Indah,Bekasi,"1,75 Miliar",4,4,0,126,112,https://www.rumah123.com/properti/bekasi/hos8970289/
Saga village dekat ke stasiun bojong gede,Bogor,390 Juta,2,1,1,66,40,https://www.rumah123.com/properti/bogor/hos9769697/
RUMAH SIAP HUNI DI KURDI,Bandung,"3,1 Miliar",4,3,2,200,350,https://www.rumah123.com/properti/bandung/hos9577171/
Rumah Cantik Terawat Siap Huni Harga dibawah 2 Milyar Langka di Kembar Mas Bandung,Bandung,"1,8 Miliar",3,2,1,156,100,https://www.rumah123.com/properti/bandung/hos9044306/
Rumah Baru Di Shafa One Cinere,Depok,990 Juta,3,1,0,60,90,https://www.rumah123.com/properti/depok/hos8078428/
Rumah Mentereng Harga Enteng (Cash),Depok,285 Juta,2,1,0,60,45,https://www.rumah123.com/properti/depok/hos8324308/
RUMAH MURAH DI PINUS REGENCY,Bandung,450 Juta,2,1,0,64,40,https://www.rumah123.com/properti/bandung/hos8542435/
Rumah Megah Siap Huni Di Kawasan Wisata Lembang Bandung,Bandung Barat,"3,5 Miliar",7,5,2,276,350,https://www.rumah123.com/properti/bandung-barat/hos9666875/
Rumah Di Padasuka Dekat Dengan ITB,Bandung,"1,37 Miliar",5,3,1,110,120,https://www.rumah123.com/properti/bandung/hos9485904/
Rumah bandung desain klasik di antapani dekat kampus ITB,Bandung,907 Juta,3,3,2,85,75,https://www.rumah123.com/properti/bandung/hos9001876/
"Rumah Baru di Kalijati Antapani Bandung dekat Jalan Jakarta, TSM, Arcamanik, Bandung Timur",Bandung,"1,8 Miliar",3,3,2,124,140,https://www.rumah123.com/properti/bandung/hos9739321/
Rumah Cibinong Murah Asri Teduh Aman dan Nyaman,Bogor,"1,35 Miliar",4,3,1,250,185,https://www.rumah123.com/properti/bogor/hos9738861/
"Rumah 2 Lantai Grand Depok City Akses jalan lebar dekat Tol Cijago, Stasiun KRL",Depok,999 Juta,3,3,2,82,80,https://www.rumah123.com/properti/depok/hos9723323/
Rumah Cantik Depok Nuansa Bali Dekat Jakarta Selatan Akses 10 Menit ke 2 Pintu Tol,Depok,649 Juta,3,2,2,65,60,https://www.rumah123.com/properti/depok/hos9573556/
Rumah luas Tanah 200M harga  2M an Samping Taman,Bogor,"2,27 Miliar",2,2,2,128,200,https://www.rumah123.com/properti/bandung/hos9277274/
Rumah keren Dekat stasiun Parung panjang,Bogor,737 Juta,3,2,0,84,47,https://www.rumah123.com/properti/bogor/hos8807512/
RUMAH BARU DI DAGO BANDUNG VIEW GUNUNG DAN KOTA BANDUNG,Bandung,"2,8 Miliar",3,3,1,216,120,https://www.rumah123.com/properti/bandung/hos9726239/
Rumah murah harga NJOP cluster gegerkalong Sukahaji Sutami Bandung utara,Bandung,"2,2 Miliar",3,3,2,162,200,https://www.rumah123.com/properti/bandung/hos9708299/
Rumah Murah 2 Lantai di Cihanjuang Cimahi Dekat Setiabudi Bandung,Cimahi,575 Juta,2,2,1,65,50,https://www.rumah123.com/properti/bandung/hos9658149/
"Rumah Mewah 2 lt di kota Depok, Angsuran 6jtan. Proses dibantu sampai akad",Depok,"1,04 Miliar",3,2,0,67,70,https://www.rumah123.com/properti/depok/hos6651679/
New Cluster dlm perum asri total 40 rumah dan 6 ruko di Bogor,Bogor,550 Juta,2,1,1,72,54,https://www.rumah123.com/properti/bogor/hos9644227/
Cluster desain modern menarik lokasi 3 menit ke tol beji kukusan,Depok,825 Juta,3,2,2,58,70,https://www.rumah123.com/properti/depok/hos9682599/
Rumah Minimalis di Padasaluyu Utara Bandung,Bandung,"2,4 Miliar",3,2,2,149,250,https://www.rumah123.com/properti/bandung/hos9425668/
Rumah dalam cluster dijual dekat tol tambun selatan,Bekasi,626 Juta,2,1,1,84,45,https://www.rumah123.com/properti/bekasi/hos9493306/
DIJUAL RUMAH BARU DI SETRASARI KULON,Bandung,5 Miliar,4,3,2,203,302,https://www.rumah123.com/properti/bandung/hos9682279/
DIJUAL RUMAH TKI 1BONUS AC,Bandung,810 Juta,3,2,1,60,100,https://www.rumah123.com/properti/bandung/hos9468156/
DIJUAL RUMAH BARU DI BABAKAN JERUK,Bandung,"3,2 Miliar",3,3,3,157,171,https://www.rumah123.com/properti/bandung/hos9443090/
RUMAH DI TAMAN KOPO INDAH III BLOK E,Bandung,"1,2 Miliar",2,2,1,125,110,https://www.rumah123.com/properti/bandung/hos9542578/
RUMAH  MODERN MINIMALIS PERUM KIRANA TAMBUN BEKASI,Bekasi,340 Juta,2,1,1,60,36,https://www.rumah123.com/properti/bekasi/hos9370069/
Rumah Baru Disain Klasik Modern di Margahayu Raya,Bandung,"1,59 Miliar",4,3,0,150,130,https://www.rumah123.com/properti/bandung/hos9014096/
"Rumah baru 1 lantai di antapani, akses jalan 2 mobil. Murah!",Bandung,"1,29 Miliar",4,4,1,126,180,https://www.rumah123.com/properti/bandung/hos9398474/
Rumah 2 lantai Di Kavling UI Barat Beji,Depok,"1,35 Miliar",3,3,2,84,115,https://www.rumah123.com/properti/depok/hos2911813/
RUMAH MURAH DEKET EXIT TOLL PAMULANG ,Depok,945 Juta,3,2,1,80,110,https://www.rumah123.com/properti/depok/hos9632353/
RUMAH DEKAT EXIT TOLL SAWANGAN 4..,Depok,690 Juta,3,1,1,70,52,https://www.rumah123.com/properti/depok/hos9632280/
RUMAH CANTIK DEKAT TOLL SAWANGAN 4..,Depok,690 Juta,3,1,1,60,52,https://www.rumah123.com/properti/depok/hos9632218/
"Rumah di Nusa Exclusive Cluster Citeureup, Cimahi Utara",Cimahi,"1,8 Miliar",3,3,1,126,141,https://www.rumah123.com/properti/cimahi/hos9534201/
Rumah Cluster Taman Menteng Lippo Cikarang Bagus,Cikarang,"3,1 Miliar",3,3,0,287,210,https://www.rumah123.com/properti/cikarang/hos8736437/
"Cari rumah di pusat kota karawang, yuk kepon galuh mas aja",Karawang,"3,1 Miliar",3,2,1,227,98,https://www.rumah123.com/properti/karawang/hos9631196/
"MIRING KANAN KIRI NIH HARGANYA, LOKASI SARIWANGI DEKT POLBAN, PVJ, IP DAN 20 MENIT KE TOL PASTEUR PASTI BETAH DEH",Bandung,739 Juta,3,2,0,65,50,https://www.rumah123.com/properti/bandung/hos8623542/
Rumah Model Mezzanine Di Ciwastra Buah Batu Bandung Dekat Tol Gedebage,Bandung,598 Juta,3,1,0,72,36,https://www.rumah123.com/properti/bandung/hos7414261/
RUMAH BARU ALDIVA-PADALARANG  SELANGKAH KE KBP 10 MENIT KE TOL,Bandung,435 Juta,3,2,1,60,50,https://www.rumah123.com/properti/bandung/hos9604728/
Rumah Murah di Legenda Wisata P3.004/01/22/PR-HJ,Bogor,"1,45 Miliar",3,2,1,229,98,https://www.rumah123.com/properti/bogor/hos9485252/
TERMURAH RUMAH MEWAH DEKAT MALL DAN AKSES TOL!! DI SELATAN JAKARTA SUTERA SAWANGAN ,Depok,"1,8 Miliar",5,4,0,112,120,https://www.rumah123.com/properti/depok/hos9079733/
"Rumah KPR Tanpa DP dekat Stasiun. Susukan, Bojong Gede",Bogor,325 Juta,2,1,1,55,36,https://www.rumah123.com/properti/bogor/hos9682208/
Rumah 2 Lantai Murah Cimahi Utara Dekat Pemkot Cimahi Cihanjuang,Cimahi,444 Juta,3,2,1,70,50,https://www.rumah123.com/properti/cimahi/hos9510081/
rumah murah kota bandung dekat alun alun ujung berung,Bandung,385 Juta,3,2,1,50,65,https://www.rumah123.com/properti/bandung/hos9544445/
Rumah di Dekat UPI Geger Kalong Setiabudi Siap Huni Sejuk Mewah Bandung Utara,Bandung,"2,6 Miliar",4,3,0,152,200,https://www.rumah123.com/properti/bandung/hos9199926/
rumah murah jatihandap cicaheum bandung,Bandung,475 Juta,3,2,1,84,60,https://www.rumah123.com/properti/bandung/hos9523175/
Rumah murah 2 lantai bojongsoang tidak kpr dekat stt telkom tol buah batu,Bandung,410 Juta,3,2,1,60,45,https://www.rumah123.com/properti/bandung/hos9468142/
Rumah Murah Bojong Gede. KPR Tanpa DP.,Bogor,330 Juta,2,1,0,84,36,https://www.rumah123.com/properti/bogor/hos8293973/
Rumah murah 2 lantai Arcamanik Bandung kota vignetta cluster tahap 3,Bandung,659 Juta,2,2,2,60,60,https://www.rumah123.com/properti/bandung/hos9647504/
Rumah 2 lantai full furnish murah di pemasaran villa Dago Bandung,Bandung,583 Juta,2,2,2,73,52,https://www.rumah123.com/properti/bandung/hos9776350/
"Dekat BioFarma Rumah Siap Huni Dalam Komplek Strategis Pasteur, Cicendo, Kota Bandung",Bandung,"1,65 Miliar",3,2,1,108,79,https://www.rumah123.com/properti/bandung/hos8980000/
Rumah baru strategis dekat kampus UNPAD villa sayang Jatinangor ahmad land,Sumedang,525 Juta,3,1,1,50,60,https://www.rumah123.com/properti/sumedang/hos9739758/
Rumah dekat UPI Setiabudi Siap Huni Sejuk di Cluster Islami di Kawasan Bandung Utara Lembang Gegerkalong,Bandung,999 Juta,3,2,2,120,63,https://www.rumah123.com/properti/bandung/hos9023473/
Rumah Bahagia Arcamanik jln Raya Cisaranten Kulon dkt Griya Arcamanik Kota Bandung Antapani Dago Padasuka cicaheum Pasteur,Bandung,774 Juta,2,2,0,120,64,https://www.rumah123.com/properti/bandung/hos4823858/
Dijual Rumah Mewah Dekat Stasiun Depok Di Kawasan Grand Depok City ( GDC ),Depok,795 Juta,2,1,1,72,45,https://www.rumah123.com/properti/depok/hos9776164/
Perumahan Besar Strategis GRAND CIBUBUR Rumah 2 Lantai ASRI MURAH 550 Juta Nego ,Bekasi,550 Juta,2,1,1,65,80,https://www.rumah123.com/properti/bekasi/hos9423072/
Dijual Murah Rumah Cluster ifolia harapan indah,Bekasi,"1,1 Miliar",2,1,0,126,60,https://www.rumah123.com/properti/bekasi/hos9751101/
Rumah Murah Siap Huni Bebas Banjir,Bogor,345 Juta,2,1,1,60,32,https://www.rumah123.com/properti/bekasi/hos9812143/
Rumah siap huni di Tatar Mayang Sunda Kota Baru Parahyangan KBP Bandung,Bandung,"3,1 Miliar",3,2,1,198,135,https://www.rumah123.com/properti/bandung/hos9892280/
Rumah murah minimalis  Furnished Taman Kopo Indah 3 Bandung,Bandung,"3,75 Miliar",5,3,0,286,500,https://www.rumah123.com/properti/bandung/hos9139816/
Rumah di Taman Kopo Indah 3 Bandung,Bandung,"1,9 Miliar",3,3,0,150,150,https://www.rumah123.com/properti/bandung/hos9892248/
Rumah di Taman Sakura Indah Bandung,Bandung,"4,3 Miliar",5,4,0,215,350,https://www.rumah123.com/properti/bandung/hos9892258/
Rumah 2 Lantai Taman Kopo Indah 3 Bandung,Bandung,"2,55 Miliar",4,4,0,190,250,https://www.rumah123.com/properti/bandung/hos9621557/
Rumah Murah dan Baru di Taman Kopo Indah 3 blok E dekat Tol Soroja Bandung,Bandung,"1,15 Miliar",2,1,0,105,70,https://www.rumah123.com/properti/bandung/hos9892121/
MURAH!! SAYAP KIARACONDONG MASUK MOBIL HITUNG TANAH SAJA,Bandung,"3,75 Miliar",5,6,0,724,400,https://www.rumah123.com/properti/bandung/hos9319239/
Rumah Cantik Lebar 7 Siap Huni NEW CLUSTER MULBERRY @ SUMMARECON BEKASI,Bekasi,"1,66 Miliar",3,3,1,91,93,https://www.rumah123.com/properti/bekasi/hos9774216/
Rumah Siap Huni @ Jati Asih,Bekasi,650 Juta,2,1,0,123,90,https://www.rumah123.com/properti/bekasi/hos8771248/
Rumah Cantik Jarang Ada cluster Maple @ Summarecon Bekasi dekat Pool,Bekasi,"2,5 Miliar",3,3,0,144,155,https://www.rumah123.com/properti/bekasi/hos6564701/
Rumah Hoek Vernonia @ Summarecon Bekasi sebelah Taman CASH/KPR,Bekasi,"3,9 Miliar",3,3,0,230,154,https://www.rumah123.com/properti/bekasi/hos6533416/
Rumah TERMURAH Bumi Anggrek VMG2 Jalan Utama DEKAT Summarecon Bekasi HARGA BAWAH PASAR,Bekasi,"1,5 Miliar",5,3,0,300,200,https://www.rumah123.com/properti/bekasi/hos7901554/
Rumah Hadap Jalan &amp; Taman [email protected] Bekasi,Bekasi,"3,29 Miliar",4,3,0,180,196,https://www.rumah123.com/properti/bekasi/hos6932632/
RUMAH 2 LT DENGAN FASILITAS KOLAM RENANG DI SAWANGAN DEPOK,Depok,"1,05 Miliar",2,2,1,50,58,https://www.rumah123.com/properti/depok/hos9613620/
"Dijual cepat rumah mewah baru selesai bangun , lokasi terdepan di Sentul City",Bogor,"4,5 Miliar",5,5,0,252,450,https://www.rumah123.com/properti/bogor/hos9849625/
"Rumah siap huni menarik 2 lantai murah di Antapani,jarang ada",Bandung,"1,1 Miliar",3,2,1,112,100,https://www.rumah123.com/properti/bandung/hos9701994/
"Rumah Minimalis super murah turun harga lagi di Arcamanik, Antapani jarang ada",Bandung,"1,02 Miliar",3,2,1,96,140,https://www.rumah123.com/properti/bandung/hos9431297/
