name,link,city,price,bedroom,bathroom,parkingarea,surfacearea,buildingarea
RUMAH LUX MINIMALIS 2 LANTAI SWIMMING POOL LOKASI UJUNG BERUNG,https://www.rumah123.com/properti/bandung/hos9591118/,Bandung,"1,8 Miliar",4,2,2,169,200
Rumah Bagus Baru Renov Dalam Cluster Kota Wisata,https://www.rumah123.com/properti/depok/hos9221687/,Bogor,"1,5 Miliar",3,2,0,120,88
Rumah Kantor Cikarang Utara 1 Lantai Strategis Dekat Stasiun,https://www.rumah123.com/properti/bekasi/hos9591040/,Bekasi,520 Juta,3,1,1,200,80
Rumah bumi panyileukan kota bdg,https://www.rumah123.com/properti/bandung/hos9170706/,Bandung,465 Juta,2,2,0,60,90
Rumah BARU LUAS Siap Huni Lingkungan ASRI Tenang Di CIPAYUNG Depok KPR DP Ringan Free Biaya2,https://www.rumah123.com/properti/depok/hos9571709/,Depok,495 Juta,2,1,1,104,45
"Rumah cantik desain American Classic, dalam cluster, lokasi strategis dekat stasiun KRL Parung Panjang",https://www.rumah123.com/properti/bogor/hos9459539/,Bogor,398 Juta,2,1,1,60,30
Rumah diCitayam dekat stasiun Citayam,https://www.rumah123.com/properti/depok/hos9594802/,Depok,195 Juta,2,1,1,50,36
Rumah Bagus Murah Nyaman Pasti Betah Cimindi Jl Budi Cimahi Utara,https://www.rumah123.com/properti/bandung/hos9572027/,Bandung,"1,7 Miliar",3,1,0,147,130
Rumah Murah Minimalis 2 Lantai Dekat Pusdiklatpassus Batujajar Bandung ,https://www.rumah123.com/properti/bandung-barat/hos9597447/,Bandung Barat,800 Juta,3,1,1,77,106
cepat rumah termurah di Kemang Pratama 5 bekasi,https://www.rumah123.com/properti/bekasi/hos9632485/,Bekasi,900 Juta,2,2,1,90,60
cepat rumah termurah 2 lantai di duta bumi harapan indah Bekasi,https://www.rumah123.com/properti/bekasi/hos9594996/,Bekasi,"1,37 Miliar",3,3,1,120,150
Gunung Putri - Perumahan Bumi Mutiara,https://www.rumah123.com/properti/bogor/hos7251158/,Bogor,550 Juta,3,2,0,112,160
RUMAH SUTERA SAWANGAN BY ALAM SUTERA,https://www.rumah123.com/properti/depok/hos9402270/,Depok,"1,86 Miliar",4,3,2,112,120
Forest Hills /  Serpong Kencana,https://www.rumah123.com/properti/bogor/hos9042420/,Bogor,400 Juta,2,1,0,36,60
rumah minimalis modern terbaru terlaris di Bandung,https://www.rumah123.com/properti/bandung/hos7936750/,Bandung,800 Juta,4,2,0,100,180
RUMAH MINIMALIS DI  BANDUNG BEBAS BANJIR,https://www.rumah123.com/properti/bandung/hos8006616/,Bandung,350 Juta,2,1,0,75,55
rumah mewah murah cantik di Bandung,https://www.rumah123.com/properti/bandung/hos8217620/,Bandung,380 Juta,3,1,0,100,60
rumah Minimalis harga murah bebas banjir,https://www.rumah123.com/properti/bandung/hos8047478/,Bandung,335 Juta,3,1,0,120,70
rumah Murah Minimalis berkualitas di Bandung,https://www.rumah123.com/properti/bandung/hos7925156/,Bandung,380 Juta,2,2,0,110,60
Rumah Minimalis di KBP,https://www.rumah123.com/properti/bandung/hos9327542/,Bandung,"1,87 Miliar",3,2,0,90,110
"Rumah murah 2lantai di sayap gatsu , burangrang , turangga",https://www.rumah123.com/properti/bandung/hos9589471/,Bandung,390 Juta,2,2,0,42,84
Rumah Cluster Lemonade Garden Grand Wisata,https://www.rumah123.com/properti/bekasi/hos5910462/,Bekasi,"1,6 Miliar",2,2,2,109,80
"Rumah Modern Tropis Banyak Bukaan, 3 Kamar strategis dekat Waterpark ",https://www.rumah123.com/properti/bekasi/hos9345351/,Bekasi,875 Juta,3,2,1,132,65
Dijual Cepat Unit Langka di Cluster Asera Harapan Indah Bekasi,https://www.rumah123.com/properti/bekasi/hos9224554/,Bekasi,"2,2 Miliar",4,4,0,144,157
Di jual cepat Rumah dalam Cluster di Aralia Harapan Indah Bekasi.,https://www.rumah123.com/properti/bekasi/hos9242285/,Bekasi,"1,17 Miliar",2,1,0,112,125
Rumah Baru di Cluster Arana Harapan Indah,https://www.rumah123.com/properti/bekasi/hos8970289/,Bekasi,"1,75 Miliar",4,4,0,126,112
Saga village dekat ke stasiun bojong gede,https://www.rumah123.com/properti/bogor/hos9769697/,Bogor,390 Juta,2,1,1,66,40
Rumah Cantik Terawat Siap Huni Harga dibawah 2 Milyar Langka di Kembar Mas Bandung,https://www.rumah123.com/properti/bandung/hos9044306/,Bandung,"1,8 Miliar",3,2,1,156,100
Rumah Baru Di Shafa One Cinere,https://www.rumah123.com/properti/depok/hos8078428/,Depok,990 Juta,3,1,0,60,90
Rumah Mentereng Harga Enteng (Cash),https://www.rumah123.com/properti/depok/hos8324308/,Depok,285 Juta,2,1,0,60,45
RUMAH MURAH DI PINUS REGENCY,https://www.rumah123.com/properti/bandung/hos8542435/,Bandung,450 Juta,2,1,0,64,40
Rumah bandung desain klasik di antapani dekat kampus ITB,https://www.rumah123.com/properti/bandung/hos9001876/,Bandung,907 Juta,3,3,2,85,75
"Rumah Baru di Kalijati Antapani Bandung dekat Jalan Jakarta, TSM, Arcamanik, Bandung Timur",https://www.rumah123.com/properti/bandung/hos9739321/,Bandung,"1,8 Miliar",3,3,2,124,140
Rumah Cibinong Murah Asri Teduh Aman dan Nyaman,https://www.rumah123.com/properti/bogor/hos9738861/,Bogor,"1,35 Miliar",4,3,1,250,185
"Rumah 2 Lantai Grand Depok City Akses jalan lebar dekat Tol Cijago, Stasiun KRL",https://www.rumah123.com/properti/depok/hos9723323/,Depok,999 Juta,3,3,2,82,80
Rumah Cantik Depok Nuansa Bali Dekat Jakarta Selatan Akses 10 Menit ke 2 Pintu Tol,https://www.rumah123.com/properti/depok/hos9573556/,Depok,649 Juta,3,2,2,65,60
Rumah luas Tanah 200M harga  2M an Samping Taman,https://www.rumah123.com/properti/bandung/hos9277274/,Bogor,"2,27 Miliar",2,2,2,128,200
Rumah keren Dekat stasiun Parung panjang,https://www.rumah123.com/properti/bogor/hos8807512/,Bogor,737 Juta,3,2,0,84,47
RUMAH BARU DI DAGO BANDUNG VIEW GUNUNG DAN KOTA BANDUNG,https://www.rumah123.com/properti/bandung/hos9726239/,Bandung,"2,8 Miliar",3,3,1,216,120
Rumah murah harga NJOP cluster gegerkalong Sukahaji Sutami Bandung utara,https://www.rumah123.com/properti/bandung/hos9708299/,Bandung,"2,2 Miliar",3,3,2,162,200
Rumah Murah 2 Lantai di Cihanjuang Cimahi Dekat Setiabudi Bandung,https://www.rumah123.com/properti/bandung/hos9658149/,Cimahi,575 Juta,2,2,1,65,50
"Rumah Mewah 2 lt di kota Depok, Angsuran 6jtan. Proses dibantu sampai akad",https://www.rumah123.com/properti/depok/hos6651679/,Depok,"1,04 Miliar",3,2,0,67,70
New Cluster dlm perum asri total 40 rumah dan 6 ruko di Bogor,https://www.rumah123.com/properti/bogor/hos9644227/,Bogor,550 Juta,2,1,1,72,54
Cluster desain modern menarik lokasi 3 menit ke tol beji kukusan,https://www.rumah123.com/properti/depok/hos9682599/,Depok,825 Juta,3,2,2,58,70
Rumah Minimalis di Padasaluyu Utara Bandung,https://www.rumah123.com/properti/bandung/hos9425668/,Bandung,"2,4 Miliar",3,2,2,149,250
Rumah dalam cluster dijual dekat tol tambun selatan,https://www.rumah123.com/properti/bekasi/hos9493306/,Bekasi,626 Juta,2,1,1,84,45
RUMAH DI TAMAN KOPO INDAH III BLOK E,https://www.rumah123.com/properti/bandung/hos9542578/,Bandung,"1,2 Miliar",2,2,1,125,110
RUMAH  MODERN MINIMALIS PERUM KIRANA TAMBUN BEKASI,https://www.rumah123.com/properti/bekasi/hos9370069/,Bekasi,340 Juta,2,1,1,60,36
Rumah Baru Disain Klasik Modern di Margahayu Raya,https://www.rumah123.com/properti/bandung/hos9014096/,Bandung,"1,59 Miliar",4,3,0,150,130
"Rumah baru 1 lantai di antapani, akses jalan 2 mobil. Murah!",https://www.rumah123.com/properti/bandung/hos9398474/,Bandung,"1,29 Miliar",4,4,1,126,180
Rumah 2 lantai Di Kavling UI Barat Beji,https://www.rumah123.com/properti/depok/hos2911813/,Depok,"1,35 Miliar",3,3,2,84,115
RUMAH MURAH DEKET EXIT TOLL PAMULANG ,https://www.rumah123.com/properti/depok/hos9632353/,Depok,945 Juta,3,2,1,80,110
RUMAH DEKAT EXIT TOLL SAWANGAN 4..,https://www.rumah123.com/properti/depok/hos9632280/,Depok,690 Juta,3,1,1,70,52
RUMAH CANTIK DEKAT TOLL SAWANGAN 4..,https://www.rumah123.com/properti/depok/hos9632218/,Depok,690 Juta,3,1,1,60,52
"Rumah di Nusa Exclusive Cluster Citeureup, Cimahi Utara",https://www.rumah123.com/properti/cimahi/hos9534201/,Cimahi,"1,8 Miliar",3,3,1,126,141
Rumah Cluster Taman Menteng Lippo Cikarang Bagus,https://www.rumah123.com/properti/cikarang/hos8736437/,Cikarang,"3,1 Miliar",3,3,0,287,210
"Cari rumah di pusat kota karawang, yuk kepon galuh mas aja",https://www.rumah123.com/properti/karawang/hos9631196/,Karawang,"3,1 Miliar",3,2,1,227,98
"MIRING KANAN KIRI NIH HARGANYA, LOKASI SARIWANGI DEKT POLBAN, PVJ, IP DAN 20 MENIT KE TOL PASTEUR PASTI BETAH DEH",https://www.rumah123.com/properti/bandung/hos8623542/,Bandung,739 Juta,3,2,0,65,50
Rumah Model Mezzanine Di Ciwastra Buah Batu Bandung Dekat Tol Gedebage,https://www.rumah123.com/properti/bandung/hos7414261/,Bandung,598 Juta,3,1,0,72,36
RUMAH BARU ALDIVA-PADALARANG  SELANGKAH KE KBP 10 MENIT KE TOL,https://www.rumah123.com/properti/bandung/hos9604728/,Bandung,435 Juta,3,2,1,60,50
Rumah Murah di Legenda Wisata P3.004/01/22/PR-HJ,https://www.rumah123.com/properti/bogor/hos9485252/,Bogor,"1,45 Miliar",3,2,1,229,98
"Rumah KPR Tanpa DP dekat Stasiun. Susukan, Bojong Gede",https://www.rumah123.com/properti/bogor/hos9682208/,Bogor,325 Juta,2,1,1,55,36
Rumah 2 Lantai Murah Cimahi Utara Dekat Pemkot Cimahi Cihanjuang,https://www.rumah123.com/properti/cimahi/hos9510081/,Cimahi,444 Juta,3,2,1,70,50
rumah murah kota bandung dekat alun alun ujung berung,https://www.rumah123.com/properti/bandung/hos9544445/,Bandung,385 Juta,3,2,1,50,65
Rumah di Dekat UPI Geger Kalong Setiabudi Siap Huni Sejuk Mewah Bandung Utara,https://www.rumah123.com/properti/bandung/hos9199926/,Bandung,"2,6 Miliar",4,3,0,152,200
rumah murah jatihandap cicaheum bandung,https://www.rumah123.com/properti/bandung/hos9523175/,Bandung,475 Juta,3,2,1,84,60
Rumah murah 2 lantai bojongsoang tidak kpr dekat stt telkom tol buah batu,https://www.rumah123.com/properti/bandung/hos9468142/,Bandung,410 Juta,3,2,1,60,45
Rumah Murah Bojong Gede. KPR Tanpa DP.,https://www.rumah123.com/properti/bogor/hos8293973/,Bogor,330 Juta,2,1,0,84,36
Rumah murah 2 lantai Arcamanik Bandung kota vignetta cluster tahap 3,https://www.rumah123.com/properti/bandung/hos9647504/,Bandung,659 Juta,2,2,2,60,60
Rumah 2 lantai full furnish murah di pemasaran villa Dago Bandung,https://www.rumah123.com/properti/bandung/hos9776350/,Bandung,583 Juta,2,2,2,73,52
"Dekat BioFarma Rumah Siap Huni Dalam Komplek Strategis Pasteur, Cicendo, Kota Bandung",https://www.rumah123.com/properti/bandung/hos8980000/,Bandung,"1,65 Miliar",3,2,1,108,79
Rumah baru strategis dekat kampus UNPAD villa sayang Jatinangor ahmad land,https://www.rumah123.com/properti/sumedang/hos9739758/,Sumedang,525 Juta,3,1,1,50,60
Rumah dekat UPI Setiabudi Siap Huni Sejuk di Cluster Islami di Kawasan Bandung Utara Lembang Gegerkalong,https://www.rumah123.com/properti/bandung/hos9023473/,Bandung,999 Juta,3,2,2,120,63
Rumah Bahagia Arcamanik jln Raya Cisaranten Kulon dkt Griya Arcamanik Kota Bandung Antapani Dago Padasuka cicaheum Pasteur,https://www.rumah123.com/properti/bandung/hos4823858/,Bandung,774 Juta,2,2,0,120,64
Dijual Rumah Mewah Dekat Stasiun Depok Di Kawasan Grand Depok City ( GDC ),https://www.rumah123.com/properti/depok/hos9776164/,Depok,795 Juta,2,1,1,72,45
Perumahan Besar Strategis GRAND CIBUBUR Rumah 2 Lantai ASRI MURAH 550 Juta Nego ,https://www.rumah123.com/properti/bekasi/hos9423072/,Bekasi,550 Juta,2,1,1,65,80
Dijual Murah Rumah Cluster ifolia harapan indah,https://www.rumah123.com/properti/bekasi/hos9751101/,Bekasi,"1,1 Miliar",2,1,0,126,60
Rumah Murah Siap Huni Bebas Banjir,https://www.rumah123.com/properti/bekasi/hos9812143/,Bogor,345 Juta,2,1,1,60,32
Rumah siap huni di Tatar Mayang Sunda Kota Baru Parahyangan KBP Bandung,https://www.rumah123.com/properti/bandung/hos9892280/,Bandung,"3,1 Miliar",3,2,1,198,135
Rumah di Taman Kopo Indah 3 Bandung,https://www.rumah123.com/properti/bandung/hos9892248/,Bandung,"1,9 Miliar",3,3,0,150,150
Rumah 2 Lantai Taman Kopo Indah 3 Bandung,https://www.rumah123.com/properti/bandung/hos9621557/,Bandung,"2,55 Miliar",4,4,0,190,250
Rumah Murah dan Baru di Taman Kopo Indah 3 blok E dekat Tol Soroja Bandung,https://www.rumah123.com/properti/bandung/hos9892121/,Bandung,"1,15 Miliar",2,1,0,105,70
Rumah Cantik Lebar 7 Siap Huni NEW CLUSTER MULBERRY @ SUMMARECON BEKASI,https://www.rumah123.com/properti/bekasi/hos9774216/,Bekasi,"1,66 Miliar",3,3,1,91,93
Rumah Siap Huni @ Jati Asih,https://www.rumah123.com/properti/bekasi/hos8771248/,Bekasi,650 Juta,2,1,0,123,90
Rumah Cantik Jarang Ada cluster Maple @ Summarecon Bekasi dekat Pool,https://www.rumah123.com/properti/bekasi/hos6564701/,Bekasi,"2,5 Miliar",3,3,0,144,155
Rumah Hoek Vernonia @ Summarecon Bekasi sebelah Taman CASH/KPR,https://www.rumah123.com/properti/bekasi/hos6533416/,Bekasi,"3,9 Miliar",3,3,0,230,154
Rumah Hadap Jalan &amp; Taman [email protected] Bekasi,https://www.rumah123.com/properti/bekasi/hos6932632/,Bekasi,"3,29 Miliar",4,3,0,180,196
RUMAH 2 LT DENGAN FASILITAS KOLAM RENANG DI SAWANGAN DEPOK,https://www.rumah123.com/properti/depok/hos9613620/,Depok,"1,05 Miliar",2,2,1,50,58
"Rumah siap huni menarik 2 lantai murah di Antapani,jarang ada",https://www.rumah123.com/properti/bandung/hos9701994/,Bandung,"1,1 Miliar",3,2,1,112,100
"Rumah Minimalis super murah turun harga lagi di Arcamanik, Antapani jarang ada",https://www.rumah123.com/properti/bandung/hos9431297/,Bandung,"1,02 Miliar",3,2,1,96,140
RUMAH MURAH CITAYAM DEPOK 200JUTAAN,https://www.rumah123.com/properti/depok/hos9734920/,Depok,225 Juta,2,1,0,50,45
"Cepat! Rumah Hunian 2 lantai Siap Huni, di Komplek Eksklusif Pusat Kota Cianjur",https://www.rumah123.com/properti/cianjur/hos9722168/,Cianjur,"1,9 Miliar",4,3,2,128,206
"Jual Rumah di Perumahan Ciomas Permai Dekat Stasiun Bogor, Kebun Raya Bogor, SMA Negeri 1 Ciomas",https://www.rumah123.com/properti/bogor/hos9804009/,Bogor,545 Juta,2,1,1,96,70
"Rumah Anti Virus*, 2 lantai 3 kamar tidur strategis di Jatiasih",https://www.rumah123.com/properti/bekasi/hos9720951/,Bekasi,825 Juta,3,2,1,75,80
Desain fantastis harga terbaik lokasi strategis. 4 KM dari pintu tol Sawangan.,https://www.rumah123.com/properti/depok/hos9093661/,Depok,690 Juta,2,2,2,137,62
TURUN HARGA! RUMAH KOTA BARU PARAHYANGAN TATAR PURBASARI,https://www.rumah123.com/properti/bandung/hos9636380/,Bandung,"1,7 Miliar",2,1,0,126,80
Perumahan Grand Prestige Sawangan,https://www.rumah123.com/properti/depok/hos9731087/,Depok,650 Juta,3,1,1,72,52
Cluster manis  pinggir jalan strategis,https://www.rumah123.com/properti/bogor/hos9073880/,Bogor,400 Juta,2,1,0,72,36
"Rumah Perum Bukit Sawangan Indah, Luas 125m2",https://www.rumah123.com/properti/depok/hos9511120/,Depok,1 Miliar,4,2,0,125,125
Pondok Petir,https://www.rumah123.com/properti/depok/hos7427393/,Depok,850 Juta,3,2,0,161,80
"Rumah di Sawangan,  Smart Home, Bebas banjir, akses toll Cinere BSD",https://www.rumah123.com/properti/depok/hos8721250/,Depok,"1,12 Miliar",3,2,1,90,63
"rumah 2 Paviliun, Gempol - Bandung",https://www.rumah123.com/properti/bandung/hos9211403/,Bandung,"1,29 Miliar",4,4,0,67,134
Rumah Cantik Minimalis siap Huni dekat toll Jatiasih Bekasi,https://www.rumah123.com/properti/bekasi/hos9675882/,Bekasi,465 Juta,2,1,1,69,51
"Bayar 5 Juta Punya rumah dekat Stasiun Cicilan Mulai 2 Juta""an ",https://www.rumah123.com/properti/depok/hos9679709/,Depok,360 Juta,2,1,1,60,40
Rumah 2.5lt konsep interior Jepang full furnished terawat . Bisa untuk ditempati sendiri atau disewakan . Kondisi tersewa ekspatriat Jepang,https://www.rumah123.com/properti/bekasi/hos9679485/,Bekasi,"2,3 Miliar",3,3,1,120,180
Rumah Nyaman Strategis 2 Menit Ke Stasiun Kereta di Beji Depok,https://www.rumah123.com/properti/depok/hos9676604/,Depok,725 Juta,2,2,1,60,65
Rumah Depok 2 Lantai SHM IMB,https://www.rumah123.com/properti/depok/hos9629891/,Depok,695 Juta,3,2,1,60,70
"Rumah Baru, Grand Duta City South of Jakarta",https://www.rumah123.com/properti/depok/hos9660818/,Depok,600 Juta,2,1,2,60,39
Shila at Sawangan by Vasanta Group ( Mitsubishi Corp JV Pakuan Tbk),https://www.rumah123.com/properti/depok/hos9660064/,Depok,"1,62 Miliar",3,3,2,120,79
"Rumah Baru Minimalis di TKI Taman Kopo Indah 1 Super Langka, Margahayu, Kopo, Bandung. Super Langka",https://www.rumah123.com/properti/bandung/hos9662314/,Bandung,975 Juta,3,3,1,71,125
RUMAH 2 LT DI CLUSTER EXCLUSIVE,https://www.rumah123.com/properti/bekasi/hos1986078/,Bekasi,700 Juta,3,2,0,72,82
Rumah Cantik & Murah Padalarang Dekat Kota Baru Parahyangan,https://www.rumah123.com/properti/bekasi/hos9348932/,Bekasi,389 Juta,2,1,1,60,38
Villa cinere Mas Rumah Cantik Siap Huni Bangunan Modern,https://www.rumah123.com/properti/depok/hos9178325/,Depok,"2,7 Miliar",4,3,2,144,150
Jarang Ada !! Rumah Minimalis Murah Lokasi Di  Mainroad ROW 11m,https://www.rumah123.com/properti/bandung-barat/hos9628990/,Bandung Barat,625 Juta,2,1,1,88,50
Jarang Ada !! Rumah Minimalis Muraah di Lokasi Super Strategis Cocok Untuk Millenial,https://www.rumah123.com/properti/cimahi/hos9627671/,Cimahi,616 Juta,2,1,1,86,50
RUMAH MURAH !!! Siap Huni Full Renove Lippo Cikarang,https://www.rumah123.com/properti/cikarang/hos8254844/,Cikarang,975 Juta,3,2,0,140,110
RUMAH MURAH BAGUS BU BEVERLY LIPPO CIKARANG,https://www.rumah123.com/properti/cikarang/hos9542592/,Cikarang,1 Miliar,2,2,0,160,100
"Rumah megah dan istimewa di Ciwastra, siap huni, harga di bawah pasar",https://www.rumah123.com/properti/bandung/hos9620119/,Bandung,850 Juta,4,3,1,90,105
Rumah Mewah Siap Huni Dalam Komplek di Tanah Baru Beji Depok,https://www.rumah123.com/properti/depok/hos9602300/,Depok,"1,35 Miliar",3,3,1,84,120
*Rumah Di Kota Bogor Selangkah dari Statiun Kota Bogor*,https://www.rumah123.com/properti/bogor/hos9624877/,Bogor,822 Juta,2,1,1,84,48
"Rumah baru 2 lantai di cigadung raya barat, dago 1 m an, city view ",https://www.rumah123.com/properti/bandung/hos9624869/,Bandung,"1,85 Miliar",3,2,1,100,120
Rumah 2 Lantai DP 15 Juta Free All In Dekat Margonda Juanda Depok,https://www.rumah123.com/properti/depok/hos9284377/,Depok,847 Juta,3,2,1,62,77
Rumah 2 Lantai DP 15 Juta Free Biaya biaya Akses Stasiun dan Terminal Depok,https://www.rumah123.com/properti/depok/hos9295356/,Depok,857 Juta,3,2,0,60,65
Rumah di Mekar Wangi Cantik Siap Huni Harga 2.2 Milyar,https://www.rumah123.com/properti/bandung/hos7607747/,Bandung,"2,2 Miliar",3,2,2,132,132
Rumah 2 Lantai Luas MURAH Siap Huni SUDAH RENOVASI Strategis Di SUKMAJAYA DEPOK TIMUR,https://www.rumah123.com/properti/depok/hos9486998/,Depok,755 Juta,3,2,0,102,160
Rumah Mewah 2 lantai Sawangan Depok,https://www.rumah123.com/properti/depok/hos9833802/,Depok,530 Juta,3,2,2,72,68
Rumah Nyaman dan Sejuk Cisitu Dago,https://www.rumah123.com/properti/bandung/hos9766926/,Bandung,"2,15 Miliar",4,3,1,138,228
Rumah Minimalis Strategis Marga Asri Ciwastra,https://www.rumah123.com/properti/bandung/hos9767032/,Bandung,900 Juta,3,2,2,94,45
Rumah Siap Huni Pondok Hijau Indah Pinus Raya,https://www.rumah123.com/properti/bandung/hos9767418/,Bandung,"3,5 Miliar",3,2,1,144,170
Rumah Furnished Siap Huni di Cluster Bluebell Summarecon Bekasi,https://www.rumah123.com/properti/bekasi/hos8570435/,Bekasi,"2,37 Miliar",2,3,0,136,146
Rumah Cantik di Cluster Lotus Summarecon Bekasi,https://www.rumah123.com/properti/bekasi/hos8541696/,Bekasi,"2,55 Miliar",2,2,0,183,124
Rumah Cocok Untuk Komersil di Perumahan Puri Cendana Tambun Bekasi,https://www.rumah123.com/properti/bekasi/hos9772208/,Bekasi,"1,35 Miliar",2,2,0,112,100
Rumah Minimalis 2 Lantai Siap Huni di Perumahan Graha Mutiara Bekasi,https://www.rumah123.com/properti/bekasi/hos9792931/,Bekasi,"1,6 Miliar",3,3,1,134,128
Murah! Rumah 2 Lantai Lokasi Strategis di Padalarang,https://www.rumah123.com/properti/bandung/hos9757745/,Bandung,599 Juta,3,2,0,110,100
Rumah Mewah 2 Lantai dekat Tol Kukusan,https://www.rumah123.com/properti/depok/hos9771675/,Depok,990 Juta,3,3,1,72,72
Rumah Setraduta 2M-an,https://www.rumah123.com/properti/bandung/hos9614637/,Bandung,"2,65 Miliar",3,2,0,100,250
Rumah Baru belum di huni dekat Town Center KBP,https://www.rumah123.com/properti/bandung/hos9771188/,Bandung,"2,3 Miliar",3,2,1,136,92
"Yuk, tinggal di hunian yang sejuk dan sehat! Hanya 15 menit stasiun Citayam! SHM",https://www.rumah123.com/properti/depok/hos9770710/,Depok,454 Juta,2,1,1,79,36
Rumah dengan udara yang sejuk seperti Eropa dekat dengan stasiun citayam! SHM,https://www.rumah123.com/properti/depok/hos9770646/,Depok,357 Juta,2,1,1,65,36
Rumah paduan modern klasik dengan cat putih yang menawan! 10 menit toll Cijago! SHM,https://www.rumah123.com/properti/depok/hos9904171/,Depok,569 Juta,2,1,1,84,36
miliki hunian di kota bandung yang hanya 10 menit ke bandara husein bandung,https://www.rumah123.com/properti/bandung/hos8391802/,Bandung,"1,84 Miliar",4,2,0,107,152
Rumah Hunian di Kota Bandung yang hanya 10 menit ke Bandara Husein Bandung,https://www.rumah123.com/properti/bandung/hos8391825/,Bandung,"1,6 Miliar",4,2,0,78,125
rumah kopo dibawah NJOP,https://www.rumah123.com/properti/bandung/hos9739860/,Bandung,"1,85 Miliar",2,2,1,235,200
Rumah Hoki di Lokacitra KBP,https://www.rumah123.com/properti/bandung/hos9762746/,Bandung,"2,6 Miliar",3,2,0,126,100
Hunian unik dengan view pegunungan di Cigadung Dago Bandung,https://www.rumah123.com/properti/bandung/hos8420809/,Bandung,"1,85 Miliar",3,2,0,100,100
Cluster Mewah Berkualitas dengan Harga Murah dekat Pintu Tol,https://www.rumah123.com/properti/depok/hos9769914/,Depok,350 Juta,2,1,1,60,40
Rumah Baru Semi Industrial Arcamanik Bandung,https://www.rumah123.com/properti/bandung/hos9765994/,Bandung,"1,06 Miliar",3,2,2,86,85
Rumah Mewah 2 lantai Dalam Cluster Cinere One Gate sistem,https://www.rumah123.com/properti/depok/hos9769362/,Depok,"1,65 Miliar",4,3,1,103,150
Rumah Lama Terawat Sukaluyu Sayap Supratman,https://www.rumah123.com/properti/bandung/hos9613283/,Bandung,"2,6 Miliar",3,2,1,238,175
Promo DP 5jt All In MARGONDA ECOPARK - Premium Modern Living Concept In Margo City Area,https://www.rumah123.com/properti/depok/hos9885544/,Depok,1 Miliar,3,3,2,60,80
Rumah 2 lantai strategis dekat STT Telkom & Tol Buahbatu Bandung ,https://www.rumah123.com/properti/bandung/hos9768191/,Bandung,440 Juta,2,1,1,72,48
Rumah cantik Lokasi strategis Di Bojong,https://www.rumah123.com/properti/bogor/hos7301425/,Bogor,700 Juta,2,1,0,140,80
Rumah Mewah Nyaman Siap Huni Dekat Tol Cijago di Tanah Baru Beji Depok,https://www.rumah123.com/properti/depok/hos7863968/,Depok,"1,26 Miliar",3,3,1,85,125
Rumah cluster siap huni full bata merah selangkah ke toll jatiwarna,https://www.rumah123.com/properti/bekasi/hos9728598/,Bekasi,663 Juta,2,1,1,73,50
RUMAH SETRADUTA SIAP HUNI,https://www.rumah123.com/properti/bandung/hos9635307/,Bandung,"3,5 Miliar",4,4,0,180,250
Rumah Cantik didalam Komplek Perumahan,https://www.rumah123.com/properti/bogor/hos9321868/,Bogor,420 Juta,2,1,1,60,60
"Rumah SIAP HUNI pekarangan luas, asri dan hijau di Depok",https://www.rumah123.com/properti/depok/hos9703932/,Depok,"1,2 Miliar",2,1,1,219,80
"*Rumah ready siap huni lingkungan asri dan  hijau,  Sawangan Depok*",https://www.rumah123.com/properti/depok/hos8500607/,Depok,"1,2 Miliar",2,1,0,219,50
200jt-an Rumah Murah di Bandung Buahbatu Masuk Mobil & Bebas Banjir,https://www.rumah123.com/properti/bandung/hos9191332/,Bandung,267 Juta,2,1,1,50,36
Dijual Cepat @Kota Wisata LT 146 LB 170 Siap Nego dan Rapih,https://www.rumah123.com/properti/bogor/hos9727475/,Bogor,"1,7 Miliar",3,3,0,146,170
Rumah Di Karawang Dekat Kawasan Industri Cicilan 2 Jutaan  ,https://www.rumah123.com/properti/karawang/hos9722135/,Karawang,570 Juta,2,2,1,60,48
Rumah etnic minimalis harga terjangkau 2 kt 1 km lebar jalan utama 8m,https://www.rumah123.com/properti/bandung/hos8194661/,Bandung,280 Juta,2,1,0,72,50
rumah 3 kt 2 km lebar jln utama 8 meter no kpr,https://www.rumah123.com/properti/bandung/hos8387139/,Bandung,330 Juta,2,1,0,105,50
Rumah View Kota Bandung Dengan Udara Segar,https://www.rumah123.com/properti/bandung/hos9177935/,Bandung,"1,3 Miliar",4,3,1,180,270
Siap Huni Smart Home Mewah Jatiasih,https://www.rumah123.com/properti/bekasi/hos9724295/,Bekasi,580 Juta,2,1,1,60,40
Rumah Alam Sutera di Sutera Sawangan,https://www.rumah123.com/properti/depok/hos9154135/,Depok,"1,2 Miliar",4,3,1,112,120
Langka !! Hunian sejuk dan nyaman dalam cluster di sersan bajuri,https://www.rumah123.com/properti/bandung/hos9722430/,Bandung,"1,5 Miliar",3,2,1,174,180
rumah  bagus siap huni di Grand Wisata Bekasi,https://www.rumah123.com/properti/bekasi/hos9126660/,Bekasi,"1,95 Miliar",3,3,0,180,160
Rumah murah 2 lantai untuk usaha di bulevar harapan indah bekasi,https://www.rumah123.com/properti/bekasi/hos9707818/,Bekasi,"1,99 Miliar",3,2,0,170,200
Rumah Daerah Antapani,https://www.rumah123.com/properti/bandung/hos8379231/,Bandung,"1,15 Miliar",2,1,0,90,140
