name,city,bedroom,bathroom,parkingarea,surfacearea,buildingarea,price
RUMAH 2 LT DENGAN FASILITAS KOLAM RENANG DI SAWANGAN DEPOK,0,4,3,0,139,200,2600000000
JUAL RUMAH MEWAH DENGAN KOLAM RENANG DI DEPOK ,8,4,4,0,115,145,1300000000
"Dijual cepat rumah mewah baru selesai bangun , lokasi terdepan di Sentul City",2,4,3,1,112,90,850000000
"Rumah super murah jarang ada Sekitar Ciskul,Arcamanik",3,2,1,0,72,36,437000000
"Rumah siap huni menarik 2 lantai murah di Antapani,jarang ada",0,4,3,1,103,90,1400000000
"Rumah Minimalis super murah turun harga lagi di Arcamanik, Antapani jarang ada",0,3,2,0,94,50,520000000
Rumah premium Dago Full Furnish Dekat Kampus ITB Bandung Kota,0,3,2,1,126,175,1950000000
Dilepas Murah Rumah Villa Istana Lembang Pusat Wisata Bandung,0,2,2,1,60,105,950000000
Rumah modern clasic murah sentul city,0,3,2,2,120,125,1690000000
Rumah MURAH CLUSTER STRATEGIS Di PARUNG Bogor DEKAT JALAN RAYA Angkot 325 Juta Bisa KPR,8,4,3,2,96,130,1410000000
RUMAH MURAH CITAYAM DEPOK 200JUTAAN,8,3,3,1,74,140,1250000000
"Cepat! Rumah Hunian 2 lantai Siap Huni, di Komplek Eksklusif Pusat Kota Cianjur",8,3,2,1,70,74,890000000
"Jual Rumah di Perumahan Ciomas Permai Dekat Stasiun Bogor, Kebun Raya Bogor, SMA Negeri 1 Ciomas",8,4,4,1,100,130,1400000000
Rumah Siap Huni Akses Toll Dekat Terminal Bebas Banjir Lengkap Fasilitas Umum,8,4,4,1,98,130,1370000000
"Rumah Anti Virus*, 2 lantai 3 kamar tidur strategis di Jatiasih",8,4,4,2,87,130,1300000000
Rumah view gunung pancar di cluster sentul city,8,4,4,1,84,125,1260000000
RUMAH STRATEGIS MURAH DI BEKASI GOOD INVEST,8,3,2,1,88,90,890000000
Desain fantastis harga terbaik lokasi strategis. 4 KM dari pintu tol Sawangan.,8,2,1,1,75,50,650000000
"Rumah ready stock dalam cluster, cozy banget.",8,2,1,1,65,50,675000000
TURUN HARGA! RUMAH KOTA BARU PARAHYANGAN TATAR PURBASARI,8,4,3,2,90,125,1220000000
Rumah 2 Lantai T60/72 Cluster Cinangka Dekat Pondok Cabe,8,2,2,1,72,74,725000000
Perumahan Grand Prestige Sawangan,8,3,2,2,80,69,1230000000
Cluster manis  pinggir jalan strategis,0,2,1,1,80,48,418000000
"Rumah Perum Bukit Sawangan Indah, Luas 125m2",0,3,2,2,94,50,520000000
Di Jual  Rumah Cantik Bagus Modern Bersih Rapih Aman Dan Nyaman,8,2,1,1,60,40,320000000
Pondok Petir,3,3,2,1,119,77,1400000000
"Rumah di Sawangan,  Smart Home, Bebas banjir, akses toll Cinere BSD",2,3,2,0,72,90,1330000000
Rumah Minimalis akses tol soroja,12,2,1,1,72,36,150000000
Rumah cantik gaya milenial dekat gerbang tol soroja,0,3,2,0,126,150,1950000000
"rumah 2 Paviliun, Gempol - Bandung",8,3,1,0,70,90,650000000
"TURUN HARGA!  Rumah nyaman di Gempol Sari, Bandung",8,4,2,0,128,126,1500000000
"BONUS VESPA !! KREDIT RUMAH HALAL TANPA BANK, NO SITA, NO DENDA, NO BI CHECKING - THE BILLABONG SOETA 100% SYARIAH",8,3,1,1,60,52,695000000
Rumah Cantik Minimalis siap Huni dekat toll Jatiasih Bekasi,2,2,1,0,75,59,695000000
Rumah Murah di Bawah Pasaran Mainroad Margahayu Raya,2,3,2,0,124,90,1050000000
"Bayar 5 Juta Punya rumah dekat Stasiun Cicilan Mulai 2 Juta""an ",0,2,2,1,60,60,557000000
Rumah 2.5lt konsep interior Jepang full furnished terawat . Bisa untuk ditempati sendiri atau disewakan . Kondisi tersewa ekspatriat Jepang,0,2,1,2,60,65,657000000
"Dijual Batununggal 
Cluster one gate
Akses jalan Lebar ",6,4,4,0,189,300,2000000000
Rapih Siap Nego @Kota Wisata LT 300 LB 350 Siap Huni!,0,3,2,1,119,115,1200000000
rumah cilengkrang dengan taman belakang yg luas,0,4,3,2,126,160,2350000000
DP Murah 20 Juta 5 Menit dari Cibinong City Mal,5,4,4,2,183,148,1600000000
"Hunian 3 Menit Pintu Tol Desari, Bisa Tanpa Dp*..!!",0,3,2,1,118,145,2100000000
Dijual rumah BARU MEWAH MEGAH Design MODERN di GALAXY Pekayon Bekasi Selatan - Etty 08993334194,0,3,2,0,246,250,1900000000
Rumah Nyaman Strategis 2 Menit Ke Stasiun Kereta di Beji Depok,0,4,3,2,126,160,2390000000
Rumah Terawat Cigadung,0,4,3,2,118,145,2150000000
Rumah Depok Pancoran mas murah,8,3,2,2,68,66,842000000
Rumah Depok 2 Lantai SHM IMB,8,3,2,2,81,80,999000000
"Rumah Baru, Grand Duta City South of Jakarta",8,3,2,2,78,61,920000000
Shila at Sawangan by Vasanta Group ( Mitsubishi Corp JV Pakuan Tbk),8,3,2,2,70,68,869000000
"Rumah Baru Minimalis di TKI Taman Kopo Indah 1 Super Langka, Margahayu, Kopo, Bandung. Super Langka",8,3,2,2,80,80,999000000
Rumah Komersil hanya 430Juta di Jatisari Jatiasih Bekasi,8,3,2,2,61,81,947000000
Rumah 2 Lantai di Grand Wisata Bekasi,5,3,2,0,160,120,950000000
RUMAH 2 LT DI CLUSTER EXCLUSIVE,5,3,2,0,144,104,1350000000
Rumah Cantik & Murah Padalarang Dekat Kota Baru Parahyangan,0,3,2,2,140,110,800000000
Villa cinere Mas Rumah Cantik Siap Huni Bangunan Modern,10,2,2,1,66,59,779000000
Jarang Ada !! Rumah Minimalis Murah Lokasi Di  Mainroad ROW 11m,8,3,2,2,78,80,999000000
"Rumah baru 2 lantai di area turangga 2 m an dekat trans studio, kt 4, km 4",0,3,2,2,229,167,1700000000
Dijual Rumah Minimalis Muraah Lokasi di Mainroad ROW 11m,2,2,1,0,80,60,535000000
Jarang Ada !! Rumah Minimalis Muraah di Lokasi Super Strategis Cocok Untuk Millenial,8,3,2,1,50,60,375000000
RUMAH MURAH !!! Siap Huni Full Renove Lippo Cikarang,8,3,2,0,120,115,2250000000
RUMAH MURAH BAGUS BU BEVERLY LIPPO CIKARANG,2,3,2,0,120,160,2350000000
"Rumah megah dan istimewa di Ciwastra, siap huni, harga di bawah pasar",8,2,1,1,70,36,428000000
Rumah Mewah Siap Huni Dalam Komplek di Tanah Baru Beji Depok,3,2,1,1,69,36,512000000
Dijual Rumah dibawah Harga Pasar Siap huni di Komplek Permata Cimahi,8,2,1,1,75,36,307000000
Harga Tanah Bonus Rmh... Jarang  Ada... Good Invest,0,3,1,2,146,160,2550000000
*Rumah Di Kota Bogor Selangkah dari Statiun Kota Bogor*,0,3,3,2,165,180,2150000000
"Rumah baru 2 lantai di cigadung raya barat, dago 1 m an, city view ",2,4,4,0,225,180,2500000000
Rumah Baru dengan Taman dan Lingkungan Nyaman di Sentul City,8,4,3,0,216,150,2300000000
Rumah Bersertifikat dengan Lingkungan Nyaman di Sentul City,2,3,2,2,84,51,1100000000
Rumah 2 Lantai DP 15 Juta Free All In Dekat Margonda Juanda Depok,3,3,2,0,119,100,1100000000
Rumah 2 Lantai DP 15 Juta Free Biaya biaya Akses Stasiun dan Terminal Depok,0,2,2,1,84,116,850000000
Rumah di Mekar Wangi Cantik Siap Huni Harga 2.2 Milyar,2,2,1,1,60,29,168000000
Rumah Balinese Style Dengan Private Swimming Pool di Bukit Cinere Indah,0,4,2,1,236,200,2500000000
Rumah 2 Lantai Luas MURAH Siap Huni SUDAH RENOVASI Strategis Di SUKMAJAYA DEPOK TIMUR,0,3,3,0,103,146,2700000000
Rumah Mewah 2 lantai Sawangan Depok,3,2,2,1,88,65,690000000
Spesial Promo DP 0% The Mansion Bekasi Luxury Modern Concept House,8,2,1,1,70,70,295000000
Promo DP 0% Grand Duta City 200 Ha New Integrated Township,2,3,2,2,151,120,850000000
Rumah 2 Lantai Strategis Sayap Gatot Subroto,2,2,1,1,60,30,160000000
Rumah Nyaman dan Sejuk Cisitu Dago,2,3,3,1,120,105,1650000000
Rumah Minimalis Strategis Marga Asri Ciwastra,2,3,2,1,144,75,950000000
Rumah Kost Strategis Kiaracondong,2,2,2,0,126,100,1700000000
Rumah Mainroad Pondok Hijau Indah Pinus Raya,2,2,1,0,198,50,1200000000
Rumah Siap Huni Pondok Hijau Indah Pinus Raya,2,4,3,0,200,150,2100000000
Rumah Furnished Siap Huni di Cluster Bluebell Summarecon Bekasi,2,3,2,0,135,100,1600000000
Rumah Cantik di Cluster Lotus Summarecon Bekasi,2,4,3,0,170,225,2300000000
Rumah Cocok Untuk Komersil di Perumahan Puri Cendana Tambun Bekasi,2,3,3,0,160,180,1670000000
Rumah Minimalis 2 Lantai Siap Huni di Perumahan Graha Mutiara Bekasi,0,2,1,1,108,48,1250000000
Rumah Cocok Juga Untuk di Bangun Ruko Komersil di Bumi Satria Kencana Bekasi,0,3,2,1,162,100,2500000000
Jarang Ada di Pusat Kota! Rumah di Sayap Buah Batu Cijagra,8,3,2,1,70,70,842000000
Murah! Rumah 2 Lantai Lokasi Strategis di Padalarang,0,3,3,2,200,160,2800000000
Rumah Mewah 2 Lantai dekat Tol Kukusan,0,3,3,1,157,180,3200000000
"Rumah Murah, Baru Renovasi, Lokasi Strategis di Tengah Kota Bandung",0,3,1,0,150,270,2500000000
Rumah Setraduta 2M-an,8,2,1,0,65,40,300000000
Rumah Baru belum di huni dekat Town Center KBP,8,3,2,1,96,105,1270000000
"Yuk, tinggal di hunian yang sejuk dan sehat! Hanya 15 menit stasiun Citayam! SHM",2,3,2,0,120,120,1350000000
"Mau merasakan liburan ke Bali setiap hari? Baca sampai habis ya! Cilodong, Depok",2,3,3,2,216,210,2700000000
Rumah dengan udara yang sejuk seperti Eropa dekat dengan stasiun citayam! SHM,2,2,2,1,108,80,850000000
Rumah paduan modern klasik dengan cat putih yang menawan! 10 menit toll Cijago! SHM,8,3,2,0,63,70,795000000
PROMO DP 0% Best Living Cluster Paris Taman Puri Cendana,0,3,2,0,186,90,1050000000
miliki hunian di kota bandung yang hanya 10 menit ke bandara husein bandung,0,3,2,0,168,140,900000000
Rumah Hunian di Kota Bandung yang hanya 10 menit ke Bandara Husein Bandung,8,2,1,0,50,30,375000000
Dijual rumah berkonsep villa suasana asri dan nyaman udara khas lembang view gunung dan perkotaan bandung,8,2,2,1,75,60,725000000
rumah kopo dibawah NJOP,0,2,1,1,72,45,350000000
Rumah Hoki di Lokacitra KBP,6,3,2,1,71,70,700000000
Hunian unik dengan view pegunungan di Cigadung Dago Bandung,6,2,1,0,77,50,530000000
Spesial DP 0% Premium Grand Wisata Bekasi Z Living by Sinarmas Land,2,4,5,2,203,256,2900000000
Cluster Mewah Berkualitas dengan Harga Murah dekat Pintu Tol,2,2,1,0,67,48,463000000
Spesial Promo DP 0% Grand Duta City - 200Ha New Integrated City Close South Jakarta,8,3,2,0,228,80,1750000000
Rumah Baru Semi Industrial Arcamanik Bandung,2,3,2,2,72,65,1100000000
Rumah Mewah 2 lantai Dalam Cluster Cinere One Gate sistem,3,2,1,1,105,42,775000000
Rumah Lama Terawat Sukaluyu Sayap Supratman,3,3,2,1,90,150,1000000000
Sentul City Bogor,8,2,1,0,60,40,550000000
Promo DP 5jt All In MARGONDA ECOPARK - Premium Modern Living Concept In Margo City Area,8,3,2,1,89,110,1150000000
Rumah 2 lantai strategis dekat STT Telkom & Tol Buahbatu Bandung ,0,2,1,0,205,80,1750000000
Rumah cantik Lokasi strategis Di Bojong,0,3,3,0,120,160,1100000000
Rumah Mewah Nyaman Siap Huni Dekat Tol Cijago di Tanah Baru Beji Depok,3,2,1,0,33,72,651000000
"Rumah Mewah Berkelas Idaman Milenial Lokasi Super Strategis, 700 Meter Ke Tol Desari",3,3,2,0,84,53,867000000
"Rumah Mewah 2,5 Lantai Siap Huni Nempel Jagakarsa, Jaksel",0,3,2,2,250,98,2650000000
Rumah cluster siap huni full bata merah selangkah ke toll jatiwarna,0,3,2,0,45,60,1410000000
RUMAH SETRADUTA SIAP HUNI,8,3,2,1,61,63,795000000
Rumah Baru 2 lantai lokasi strategis di Buah Batu Pasirluyu Sayap BKR,2,3,1,1,96,80,625000000
"Rumah Dengan Halaman Luas Di Perum Arco, Jl Mangga, Sawangan.",2,3,1,0,81,70,785000000
Rumah Cantik didalam Komplek Perumahan,2,3,2,0,94,80,925000000
"Rumah SIAP HUNI pekarangan luas, asri dan hijau di Depok",8,3,3,2,85,60,1390000000
Rumah Asri Siap Huni Bentuk Tanah Gentong di Depok,8,3,2,0,180,118,1150000000
"*Rumah ready siap huni lingkungan asri dan  hijau,  Sawangan Depok*",3,2,1,2,60,30,400000000
200jt-an Rumah Murah di Bandung Buahbatu Masuk Mobil & Bebas Banjir,3,2,1,2,72,30,600000000
Dijual Cepat @Kota Wisata LT 146 LB 170 Siap Nego dan Rapih,8,2,1,1,66,40,330000000
Rumah Di Karawang Dekat Kawasan Industri Cicilan 2 Jutaan  ,8,3,2,2,60,60,695000000
Rumah etnic minimalis harga terjangkau 2 kt 1 km lebar jalan utama 8m,8,3,2,2,50,60,686000000
rumah 3 kt 2 km lebar jln utama 8 meter no kpr,3,2,2,1,72,21,250000000
Rumah View Kota Bandung Dengan Udara Segar,0,3,2,1,70,68,831000000
Rumah Asri Dengan Lingkungan Tenang dan Nyaman di Villa Cinere Mas,10,3,2,2,98,66,800000000
Rumah Hoek Siap Bangun Cocok Untuk Komersil di Kayuringin Bekasi,8,3,3,1,109,144,850000000
Siap Huni Smart Home Mewah Jatiasih,0,4,3,2,220,180,2500000000
Rumah Alam Sutera di Sutera Sawangan,2,2,2,2,65,50,800000000
Langka !! Hunian sejuk dan nyaman dalam cluster di sersan bajuri,10,2,1,2,60,30,400000000
rumah  bagus siap huni di Grand Wisata Bekasi,8,2,1,1,55,36,185000000
Rumah kos 10 kamar dekat stasiun kereta depok UI,0,4,2,1,253,175,3800000000
Rumah murah 2 lantai untuk usaha di bulevar harapan indah bekasi,6,4,2,0,208,190,1750000000
Rumah dan Tempat Usaha Ciganitri,2,3,1,1,85,50,635000000
Rumah Daerah Antapani,0,2,1,1,71,36,463000000
Rumah murah 3 menit RSUD Timur Depok dekat Tol Cimanggis dan LRT,10,2,1,0,60,27,150000000
"Rumah Siap Huni 2 Lantai Sukmajaya Depok dekat Akses Tol, Stasiun akses jalan besar",8,3,1,0,130,100,1170000000
Rumah Sayap Pajajaran,0,4,2,2,119,125,1690000000
"Baru & Siap Huni, lt 115 / lb 145, jalan BBD Raya, Radar Auri, Mekarsari Cimanggis",0,4,3,0,125,130,550000000
RUMAH ASRI STRATEGIS CLUSTER SUMIR SELANGKAH KE TOL JORR JATIWARNA,0,4,3,2,96,140,1020000000
Rumah tanpa dp,0,2,1,0,61,50,400000000
Rumah Cakep Siap Huni Tengah Kota !,0,2,1,1,90,50,1450000000
Rumah 2 lantai 3 kamar tidur dekat UPI Cibiru Bandung harga promo 500jt-an,8,3,2,2,61,56,611000000
"Rumah Semi furnish Full Renov Tatar Wangsakerta Kota Baru Parahyangan, Padalarang Bandung",3,2,1,0,72,45,524000000
RUMAH MURAH DI CIPYUNG DEPOK,8,3,2,1,70,69,850000000
"Jual Rumah baru TKI Taman Kopo Indah 1,  ada 2 unit, Kopo Bandung",8,2,1,1,68,38,550000000
RUMAH MURAH KATAPANG,8,3,3,0,87,90,890000000
"Hunian Mewah Strategis 2Lt di Kota Bandung, One Gate System",8,2,1,1,67,45,450000000
RUMAH MEWAH EKSLUSIF LOKASI NEMPEL TOL DESARI DI PANCORAN MAS DEPOK,2,3,1,1,72,36,358000000
"Rumah 2,5 Lantai Mewah Ekslusif di Tanah Baru Beji Depok",2,4,4,1,144,157,2300000000
Rumah 2 Lantai Nyaman Paling Strategis di Beji Kukusan Depok,2,4,4,0,200,90,2350000000
Rumah Idaman Siap Huni Akses 2 Mobil Super Lega di Tanah Baru Beji,8,3,2,2,78,70,1040000000
Rumah Nyaman Siap Huni Akses 2 Mobil Lega Banget di Tanah Baru Depok,8,3,2,2,69,70,960000000
Rumah Nyaman Siap Huni Posisi di Hook di Tanah Baru Beji Depok,2,2,1,0,75,30,180000000
Rumah Mewah Nyaman Siap Huni di Tanah Baru Beji Depok,0,2,2,0,84,60,310000000
Rumah 2 Lantai Murah Nyaman Siap Huni 5 Menit Ke Tol Desari di Pancoran Mas,3,2,1,0,60,30,168000000
Rumah Minimalis Ekslusif Nyaman Siap Huni Dalam Komplek di Pancoran Mas Depok,8,3,2,0,103,56,925000000
Rumah Minimalis Nyaman Siap Huni 5 Menit Ke Tol Desari di Pancoran Mas Depok,8,3,2,1,65,54,665000000
Rumah Mewah Siap Huni 700 Meter Ke Tol Desari di Pancoran Mas Depok,8,3,2,1,78,72,875000000
Rumah Strategis 2 Menit Ke Stasiun Kereta di Beji Depok,2,3,3,1,152,90,1800000000
Rumah Cluster Oakwood Lippo Cikarang,2,2,2,1,135,145,1650000000
Hunian istimewa di lokasi strategis ,2,3,1,0,90,50,675000000
Rumah 2Lantai Minimalis Cikoneng Dekat STTT Telkom Buahbatu Bandung,2,3,1,2,72,60,589000000
Rumah Cantik Type Downslope Cinunuk Cibiru 2 Lantai Bandung,2,3,3,2,66,88,1190000000
Rumah minimalis ,2,3,2,1,77,95,1980000000
Rumah dengan lingkungan tenang di Kota Wisata Cibubur,0,2,3,2,150,101,1700000000
Jual Rumah 2 Lantai Di Komplek Permata Puri Cimanggis Kota Depok Jawa Barat,2,2,1,0,60,27,180000000
Jual Rumah 2 Lantai Di Jln.Hankam Raya Pondok Melati Kota Bekasi,2,3,3,0,82,68,864000000
Rumah di Cibubur Turun Harga dekat Tol komplek Taman Kenari harga miring,0,3,2,0,96,94,1610000000
"RUMAH MURAH CICILAN HANYA 900 RB/BULAN,,SUBANG JAWA BARAT,MILIKI SEGERA UNIT TERBATAS,,",3,3,3,1,105,160,1400000000
Rumah FULL RENOV jadi cantiq wangsakerta,8,3,2,1,136,150,1300000000
"Hitung TANAH SAJA  , Siap Huni Siap Pakai di Muara Sari Bandung",0,2,1,0,50,30,220000000
Rumah readi dicipayung depok,0,3,2,2,120,80,650000000
Rumah Di Pangkalan Jati,0,1,1,1,48,21,172000000
Hunian Strategis dan Harga Minimalis,0,2,2,0,120,70,211000000
YUK SURLOK!! RUMAH BARU MODEL MINIMALIS SIAP HUNI HARGA TERMURAH di HARAPAN INDAH -  (12799) FD,2,3,2,0,75,60,460000000
SEGERA MILIKI ! RUMAH CANTIK BANGUNAN BARU di HARAPAN INDAH (12814) FD,0,4,3,0,132,180,1000000000
Rumah Bandung Luas type 60/60 Promo Awal Tahun Murah Harga Ekonomis,0,2,1,1,66,40,480000000
Rumah Mewah 2 Lantai SOHO untuk Hunian atau Investasi di Bandung,0,3,2,0,198,220,3200000000
Rumah Cantik Cimahi Tengah 2 Lantai,0,4,2,0,98,140,1000000000
Jarang Ada Rumah Siap Huni Tengah Kota di Cisaranten Arcamanik,0,2,2,0,90,95,2000000000
Dijual Cepat dan Rapih Kota Wisata LT 300 LB 350 Siap Nego,0,3,1,0,200,225,2250000000
Kota Wisata LT 300 LB 350 Siap Huni!,8,2,1,1,70,36,307000000
Rumah 2 lantai bangunan baru harga nego di Turangga,3,2,1,1,69,36,525000000
MURAH / BU !!! Cluster Baru Summer Blish Lippo Cikarang,8,2,1,1,80,36,430000000
Rumah bagus minimalis 2 lantai area pasirluyu kembar bkr,8,4,4,2,180,250,3700000000
Rumah di Antapani Terawat dan Nyaman,0,4,4,2,117,220,2190000000
RUMAH BARU SIAP HUNI DI TURANGGA BUAHBATU KOTA BANDUNG,0,3,3,1,130,87,1250000000
RUMAH BARU SIAP HUNI DI PASIRLUYU DEKAT BUAHBATU KOTA BANDUNG.,8,2,1,1,60,40,479000000
Cluster desain menarik ekslusif harga ekonomis lokasi dekat alun-alun kota depok,0,3,3,0,126,180,2800000000
Cluster siap huni mewah luas fasilitas lengkap lokasi 15 menit ke stasiun depok lama,0,2,1,1,98,40,380000000
Rumah gaya bali mewah menarik 2 lantai lokasi 5 menit ke tol cibubur,0,2,1,0,52,30,250000000
Hunian Minimalis 2 Lantai Lokasi Strategis 7 Menit Ke Stasiun Depok Lama,0,3,2,0,90,120,525000000
Rumah Cluster Design Minimalis Lokasi 15 Menit Ke Stasiun Depok Lama,2,2,1,1,70,43,599000000
Cluster Ekslusive 2 Lantai Gaya Bali Fasilitas Lengkap Lokasi 5 Menit Ke Tol Cijago,2,2,2,1,105,80,600000000
RUMAH FULL BANGUNAN ELYSIUM LIPPO CIKARANG,0,2,1,0,72,50,305000000
RUMAH BU SIAP HUNI 2 LANTAI POSISI HOOK FLORENCIA LIPPO CIKARANG,0,3,3,1,77,65,1300000000
Limited Stock Rumah baru di Cluster Florence Residence Antapani,0,3,3,2,120,83,1200000000
Permata Cimahi Jl Safir Dekat Patung Kuda Harus Segera Balik Nama Nich,0,3,2,1,100,100,2540000000
PERUMAHAN GRAHAYANA KARAWANG TYPE ASWANA 2 LANTAI ,0,2,1,1,50,36,180000000
"Rumah Minimalis Posisi Hook, Full Furnished Dengan View Gunung Pancar, Sentul City - Bogor",0,3,2,1,120,80,562000000
Cluster mewah desain menarik lingkungan nyaman lokasi 7 menit ke RS Citra medika,0,3,3,2,100,120,1750000000
Rumah Murah Hitung Tanah Setra Sari Sawah Kurung,0,4,3,1,119,125,1690000000
Rumah Baru Siap Huni 5 Kamar di Turangga  Bandung,0,3,2,1,109,87,1150000000
"Rumah MURAH Tanah LUAS Pusat Kota
Harga Dibawah NJOP!
1.7M! Siapa Cepat Dapat!
Cocok U/Rumah, Toko Atau Siap U/Dibangun Kos2xan

SHM
Lt.229m2
Lb.167m2",0,2,2,1,120,50,745000000
Dijual Rumah Di Villa Mutiara Gading 1,0,2,2,0,70,50,300000000
Rumah design milenial konsep rumah sehat 1 dan 2 lantai,3,2,1,0,72,48,42200000
Rumah baru indent -+6 bulan custem dekat pintu toll,8,3,2,1,80,70,435000000
"Rumah Persada Kemala termurah, beli harga tanah bonus bangunan",0,3,2,0,150,150,2250000000
"Gading Regency Puteraco termurah, Soekarno Hatta - hitung harga tanah",0,4,4,0,220,250,2950000000
"Rumah Cluster Furnished Mewah di Galaxy, Bekasi",3,2,1,1,72,36,390000000
Rumah Villa Siap Huni dan Asri di Megamendung Puncak Bogor,8,3,2,0,54,52,785000000
Rumah Nuansa Bali di Depok potongan 100 juta! 15 menit Stasiun Depok Lama! SHM,8,4,3,2,120,160,1970000000
Modal 500 rb dapat rumah dan banyak hadiah! Nanggawer Pakansari! SHM,8,1,1,1,115,100,1900000000
10 menit stasiun citayam rumah sejuk potongan 100 juta! SHM,2,3,3,1,72,70,1350000000
RUMAH BARU ! MEKARWANGI ! AKSES MUDAH ! LOKASI DEKAT PINTU UTAMA,3,3,3,1,84,121,1810000000
DI BAWAH APRAISAL BANK ! RUMAH SIAP HUNI ! MURAHHH !,8,3,3,1,90,106,1260000000
"Rumah Cantik Semifurnish 4KT di Kemang I, Kemang Pratama Bekasi",8,3,4,2,100,140,1650000000
Cepat Rumah Second Kokoh dan Terawat Dalam Komplek Cinere 5 Menit Ke Toll Brigif,8,2,1,0,40,35,140000000
"Hunian Mewah bebas banjir cukup Bayar Uang Muka 10juta, Rumah Ready, Free all Biaya",6,2,1,1,45,105,909000000
Rumah Cantik Sudah Baring Kusen Almunium Siap Huni,0,2,1,1,147,55,1250000000
"Rumah Baru Cantik Paling Murah Pisan Aman Nyaman Lokasi Bebas banjir Kawasan Strategis sekitar Buah batu, Bandung Tengah dekat batununggal, turangga",0,3,2,1,73,71,1100000000
Jual Rumah Komplek Sauyunan Cibaduyut Jarang Ada,6,4,3,1,134,230,2500000000
Rumah Murah Subsidi Strategis dekat St.Cikarang Bekasi,0,4,3,2,129,185,3450000000
Dijual Rumah Hoek Turangga Hitung tanah Rmh Layak Huni,0,3,3,2,130,150,2300000000
Rumah Baru Taman Anggrek SEBELAH FESTIVAL CITYLINK,3,2,1,1,69,36,425000000
Di Jual Cepat Rumah di Bukit Cimanggu City Bogor,0,3,3,0,105,156,2550000000
Rumah Cantik Bebas Banjir (Cash),8,2,2,1,67,55,702000000
Di  Rumah 850 JT (Nego) Strategis Akses Toll,2,3,2,1,77,66,1350000000
Rumah Murah Strategis Di Cikarang 20 Menit dari Stasiun Cikarang,0,2,1,1,72,40,451000000
Rumah Fully Furnished di Biduri Residence Jatisampurna Bekasi,0,2,1,1,70,50,165000000
cepat rumah termurah di cluster taman sari harapan indah Bekasi,2,2,1,0,120,80,350000000
Rumah Siap Huni Termurah di Cluster Adara Harapan Indah Bekasi,0,2,1,0,50,30,200000000
Rumah Siap Huni di Cluster Taman Cemara Harapan Indah Bekasi,0,3,1,0,70,50,200000000
cepat rumah hook  termurah di cluster harmoni harapan indah Bekasi,0,3,1,0,74,50,230000000
cepat rumah hook termurah di cluster aralia harapan indah Bekasi,0,2,1,0,50,36,169000000
Rumah di Cluster Heliconia Harapan Indah bekasi,0,3,2,0,120,70,380000000
cepat rumah siap huni di sakura residance Jatiasih Bekasi,0,2,1,1,70,50,249000000
Rumah Termurah di Kemang Pratama Bekasi,0,2,1,1,80,50,249000000
Rumah dalam Cluster di Perumahan Narawangsa Jatiwaringin Bekasi,0,3,2,0,120,76,400000000
cepat rumah minimalis siap huni di cluster aralia harapan indah Bekasi,6,3,2,0,103,146,1950000000
"Rumah Murah di Cluster Jingganagara, kota baru parahyangan, bandung",8,2,1,1,84,36,346000000
"Rumah Minimalis Modern di Tatar Mayang Sunda, Kota Baru Parahyangan, Bandung",2,2,2,2,270,100,1400000000
Rumah Nyaman Ekslusif 1 Menit Ke Tol Kukusan Beji Depok,3,2,1,1,91,70,800000000
"Rumah Full furnished, cluster cipaku, bandung, siap huni, lingkungan nyaman",0,3,2,2,112,100,1500000000
"Rumah Baru , siap huni, minimalis cantik, lingkungan mewah",6,3,2,1,120,76,1090000000
"Sentul City, Bogor",8,3,2,2,250,150,1570000000
"Sentul City, Bogor",2,2,1,0,75,42,452000000
Rumah murah,2,3,2,1,160,125,1750000000
Rumah Cluster Siap Huni Di Sawangan Depok Dekat Dengan Pintu Tol,2,2,1,1,112,112,1000000000
Gudang untuk Home Industri di Kopo Permai,8,4,3,1,180,120,1800000000
"Rumah 1,5 lantai akses jl dalam prumahan lebar row 7 mtran ada  parkiran tamu security 24 jam",0,3,2,1,147,113,750000000
Rumah ASRI BAGUS KOKOH LUAS MURAH siap huni dlm Perumahan Elit di Jati Asih  Bekasi,3,2,1,0,61,48,350000000
"Rumah baru bata merah siap huni, strategis dkt ke Galaxy Pekayon Bekasi Selatan",8,3,2,1,72,90,700000000
Rumh BAGUS FURNISHED STRATEGIS di Kemang Pratama Pekayon dkt Galaxy Bekasi,8,2,1,1,60,36,375000000
Rumah BARU LUAS MURAH di Kodau Jatimekar dkt Ratna JatiBening Bekasi,0,2,1,1,70,45,155000000
Di Jual Villa (Rumah Tinggal) ,0,2,1,0,60,40,150000000
Rumah gaya Bali dekat pintu Tol Desari Sawangan dan stasiun Akses jalan lebar,0,2,1,0,42,30,150000000
Rumah Sayap Ciateul Lama Lokasi Strategis Pusat Kota,3,2,1,1,120,26,268000000
Rumah Asri dan Nyaman,3,2,1,1,72,36,374000000
Rumah terawat mitra Dago Antapani Bandung,0,3,2,0,100,80,480000000
"Rumah Sayap Srimahi, Moh Ramdan, BKR Strategis dekat jalan utama",0,2,1,0,70,50,280000000
RUMAH KONTRAKAN 2 LANTAI 16 UNIT LOKASI PREMIUM DEKAT KAWASAN INDUSTRI MENARA PERMAI,0,3,1,0,70,50,300000000
Rumah Murah di Cibubur Perbatesan Jakarta Timur dan Depok,0,3,2,1,120,80,450000000
